rusher_nflId,rusher_name,rusher_pos,n_frames,n_plays,median_etbc,mean_etbc,min_etbc,pct_under_2sec,pct_under_1sec
43376,Nick Vigil,OLB,268,11,3.1426456396061595,4.217017379853661,0,0.35074626865671643,0.13059701492537312
47816,Byron Murphy,CB,308,14,3.14718802994588,4.219411710561354,0.7099156411124639,0.18831168831168832,0.012987012987012988
41338,Ross Cockrell,CB,456,19,3.15837908172939,4.130215795529818,0.3695164810557546,0.3399122807017544,0.10964912280701754
43298,Leonard Floyd,OLB,5100,200,3.1680930342141798,4.3930730263460935,0,0.28941176470588237,0.07
52662,Derrek Tuszka,OLB,359,16,3.190083740714015,4.536676366626491,0.6652577281259968,0.2200557103064067,0.011142061281337047
47844,Taylor Rapp,FS,330,11,3.194265618069423,4.34327090184762,0,0.2606060606060606,0.10909090909090909
47863,Sione Takitaki,OLB,125,6,3.204398528127976,4.3300325246838485,0.42468229233638055,0.32,0.096
43325,Myles Jack,MLB,596,25,3.2112811884018226,4.346877777454489,0,0.25,0.0436241610738255
47864,Will Harris,SS,205,7,3.2430092794882435,3.9736157399354863,0,0.3073170731707317,0.09268292682926829
46086,Derwin James,FS,265,9,3.2567198508512,4.489095456484149,0,0.30943396226415093,0.09056603773584905
42816,Troy Hill,CB,305,12,3.279713884979398,4.489663402733985,0.5409247332589654,0.2360655737704918,0.029508196721311476
46259,DeShon Elliott,FS,477,16,3.2905306853099354,4.577598858892466,0,0.27253668763102723,0.10482180293501048
37145,Justin Houston,OLB,3643,138,3.298706062774576,4.579273361308718,0,0.2503431237990667,0.06203678287125995
53910,Sam Kamara,OLB,457,17,3.2997233911805206,4.5764165740727485,0.5352833506903952,0.2275711159737418,0.01312910284463895
43474,DeAndre Houston-Carson,FS,125,6,3.3060429827791267,4.522977207790689,0.4246488654614614,0.216,0.048
46091,Rashaan Evans,ILB,147,7,3.311317639369885,4.614431496093048,1.1012583444354225,0.17006802721088435,0
43350,Vonn Bell,SS,348,14,3.3134389659571517,4.4509844343326215,0.5035768244111662,0.22988505747126436,0.06321839080459771
43377,Kyler Fackrell,OLB,2066,78,3.3329088853263964,4.575566401092059,0,0.23039690222652467,0.04211035818005808
44885,Jordan Willis,DE,212,10,3.353675955475492,4.674138944806301,0.5388313083559828,0.2830188679245283,0.0330188679245283
40107,Micah Hyde,FS,157,7,3.3666005543195334,3.9897023207568694,0,0.2611464968152866,0.17834394904458598
47790,Josh Allen,OLB,3946,166,3.3706247265516636,4.492615780940564,0,0.2397364419665484,0.07146477445514444
52445,Kyle Dugger,FS,201,8,3.3725616385928165,4.743890920442278,0,0.3333333333333333,0.19900497512437812
46105,Shaquille Leonard,MLB,607,24,3.38678956992118,4.481132120970835,0,0.2158154859967051,0.08401976935749589
43353,Kevin Byard,FS,150,6,3.3897942889666357,4.7497965938361055,0.5717801371759293,0.25333333333333335,0.11333333333333333
40039,Duron Harmon,SS,152,6,3.396235091053514,4.415346065153534,0.6412077864582667,0.13815789473684212,0.02631578947368421
43343,Mackensie Alexander,CB,143,7,3.399723042254298,4.296880545531815,0.3839253471187867,0.13986013986013987,0.06293706293706294
46191,Kenny Young,ILB,992,37,3.3997779882530805,4.652441541822225,0,0.25100806451612906,0.06653225806451613
43533,Jayron Kearse,FS,524,21,3.401387647808945,4.535940316519277,0,0.2366412213740458,0.08015267175572519
46219,Genard Avery,OLB,722,32,3.404708691689361,4.716156377854996,0,0.21329639889196675,0.04016620498614958
38577,Bobby Wagner,MLB,735,31,3.421111184652978,4.448395740931495,0,0.2897959183673469,0.14965986394557823
45021,Rudy Ford,SS,194,8,3.421377429411667,4.621235777441601,0.48748912419611157,0.27835051546391754,0.04639175257731959
43323,Jaylon Smith,MLB,318,12,3.435788888339282,4.391739320087815,0,0.2578616352201258,0.12578616352201258
43358,Yannick Ngakoue,DE,5061,198,3.436282345372973,4.527476062348166,0,0.2209049594941711,0.06145030626358427
44848,Budda Baker,SS,348,17,3.4928464853266488,4.578385088123861,0.49634747019411507,0.20402298850574713,0.034482758620689655
47939,Justin Hollins,OLB,1802,69,3.498792372753342,4.760603052502446,0,0.23640399556048836,0.033296337402885685
52510,Alex Highsmith,OLB,3375,136,3.5045442138548166,4.668999818656404,0,0.20414814814814816,0.05362962962962963
34465,Malcolm Jenkins,SS,643,25,3.511349231210522,4.622213432081905,0,0.2255054432348367,0.04043545878693624
43292,Joey Bosa,OLB,4539,179,3.5166451817251305,4.770366579893355,0,0.23485349195858118,0.06036571932143644
40166,Jordan Poyer,SS,215,9,3.520035108526528,4.151708698699142,0,0.2744186046511628,0.13488372093023257
53639,Victor Dimukeje,OLB,163,7,3.532120664712279,4.636331667895388,0.8046337733089468,0.20245398773006135,0.012269938650306749
47795,Rashan Gary,OLB,5315,196,3.538444314059905,4.678867080021957,0,0.2532455315145814,0.06961429915333961
47881,Quincy Williams,OLB,258,11,3.5460618616779276,4.794316889054604,0,0.2441860465116279,0.10852713178294573
52971,Jamir Jones,OLB,1101,43,3.546865816719963,4.621458570702732,0,0.19709355131698456,0.05267938237965486
52932,Ladarius Hamilton,OLB,536,19,3.55061775294634,4.774940524362921,0.623808103052837,0.13992537313432835,0.018656716417910446
42381,Preston Smith,OLB,3450,136,3.557655521658633,4.7464051964600404,0,0.20608695652173914,0.042028985507246375
52428,K'Lavon Chaisson,OLB,1614,62,3.566781900691223,4.790429389174746,0,0.21313506815365552,0.07930607187112763
42030,K'Waun Williams,CB,222,9,3.5678927646708,4.407321086488224,0.48163122797764263,0.24774774774774774,0.036036036036036036
42390,Eric Rowe,SS,272,10,3.589706717716827,4.936715149880262,0.6949806690589111,0.22794117647058823,0.03308823529411765
44813,Myles Garrett,DE,5272,207,3.6061829828069802,4.667006652009579,0,0.25739757207890746,0.09104704097116843
46657,Dennis Gardeck,OLB,941,33,3.607107072760511,5.044085131003454,0.4080341247301898,0.19128586609989373,0.04144527098831031
46457,Olasunkanmi Adeniyi,OLB,2330,86,3.6196058192682274,4.687414952230933,0,0.20429184549356222,0.0703862660944206
52478,Brandon Jones,SS,864,34,3.6209321843250057,4.637129478443592,0,0.2662037037037037,0.09953703703703703
52468,Josh Uche,OLB,2776,104,3.6294718680832867,4.820155752539248,0,0.17903458213256485,0.037824207492795386
45395,Arthur Maulet,CB,203,8,3.6347855785596064,4.564230490304265,0.647689281955176,0.1921182266009852,0.034482758620689655
42935,Bryce Callahan,CB,116,5,3.6373762041924205,5.144275406741695,0.24782474318723607,0.3017241379310345,0.07758620689655173
40000,Jamie Collins,OLB,214,9,3.640261981579698,4.4787543354523045,0,0.29906542056074764,0.1542056074766355
42388,Eric Kendricks,ILB,784,33,3.649785239278036,4.6226263935111875,0,0.22576530612244897,0.09693877551020408
47810,Johnathan Abram,SS,316,12,3.6505833636256364,4.212904625245917,0,0.26582278481012656,0.08227848101265822
44842,T.J. Watt,OLB,3820,154,3.6579635805263626,4.833315134534348,0,0.24083769633507854,0.06780104712041884
44859,Tyus Bowser,OLB,2569,108,3.674378535166422,4.9226703485619945,0,0.23160762942779292,0.05916699104710004
47891,Julian Love,SS,251,9,3.6787109555615474,4.844253611101255,0,0.24302788844621515,0.09163346613545817
41231,Khalil Mack,OLB,3637,142,3.6894050790302044,4.861623080743566,0,0.2485565026120429,0.07121253780588398
47855,Germaine Pratt,OLB,182,9,3.6969135211422586,5.082950678278203,0.6611102531995903,0.21428571428571427,0.038461538461538464
53053,Bryce Huff,DE,3213,133,3.6972139794468175,4.823952102799515,0,0.19327731092436976,0.051353874883286646
42427,Jordan Hicks,ILB,935,37,3.7071416574025964,4.782722542188356,0,0.22245989304812835,0.06417112299465241
44838,Takkarist McKinley,DE,3138,120,3.711887834877869,4.649983160977172,0,0.24378585086042065,0.07297641810070109
42376,Landon Collins,SS,236,11,3.715084257720185,4.74528327765518,0.5778468077356796,0.1694915254237288,0.025423728813559324
53935,Darius Hodge,DE,168,6,3.723268713438073,5.006702739678201,0.9728776159819412,0.27380952380952384,0.017857142857142856
37075,Von Miller,OLB,4057,159,3.725016537183556,4.891200736643858,0,0.24648755237860487,0.0754251910278531
41915,Shaquil Barrett,OLB,5560,220,3.7515741948607304,4.83918355626902,0,0.20611510791366908,0.06384892086330936
47832,Ben Banogu,DE,959,36,3.75549289289295,4.9936795865086,0,0.16996871741397288,0.029197080291970802
46230,Jermaine Carter,MLB,628,27,3.766113286633955,4.806941806050227,0,0.2643312101910828,0.08121019108280254
38548,Melvin Ingram,OLB,3144,123,3.768105789336177,4.926741072448295,0,0.1854325699745547,0.04611959287531807
44834,Charles Harris,OLB,3642,144,3.7783615105219135,4.96238039541051,0,0.21444261394838002,0.054914881933003847
52487,Jabari Zuniga,DE,278,10,3.786104262876653,5.10026481109011,0.4830559343017669,0.1510791366906475,0.02158273381294964
43503,Elandon Roberts,ILB,499,24,3.7926972550824067,5.027741418108312,0,0.23847695390781562,0.07214428857715431
52472,Jeremy Chinn,FS,611,25,3.8093918865048857,4.930970208752763,0,0.2144026186579378,0.0867430441898527
52518,Darnay Holmes,CB,115,5,3.8102596330408547,4.452050391810874,0.9623524841198695,0.0782608695652174,0.017391304347826087
52492,Terrell Lewis,OLB,3826,154,3.815753964497291,4.968029048564583,0,0.18112911657083117,0.048614741244119186
46521,Ben Niemann,ILB,827,37,3.8349038489502085,4.931105553568636,0,0.17533252720677148,0.030229746070133012
52563,Trevis Gipson,OLB,1746,71,3.8376516637434346,4.977380484968112,0,0.17926689576174112,0.04753722794959908
52416,Isaiah Simmons,ILB,712,34,3.8380869954884513,4.968703734817424,0,0.23314606741573032,0.05898876404494382
48145,Wyatt Ray,DE,1459,61,3.8408440985198182,4.955548022840535,0.4673684969432476,0.17957505140507196,0.022618231665524333
47846,Juan Thornhill,FS,115,6,3.8520383988434808,5.000488165094322,0.8945917381786874,0.1826086956521739,0.017391304347826087
41387,Caraun Reid,DT,140,6,3.855232214211135,5.066475729404528,0.8381406640174258,0.07857142857142857,0.014285714285714285
52506,Malik Harrison,OLB,321,15,3.8587355082969106,5.002172281183887,0.40062331368947457,0.2585669781931464,0.0529595015576324
42421,P.J. Williams,CB,154,6,3.8607129781947647,4.633146080066513,0,0.2727272727272727,0.11038961038961038
46229,Ogbonnia Okoronkwo,OLB,1697,64,3.8790237688222953,4.989412964831185,0,0.20624631703005303,0.03830288744843842
37087,Robert Quinn,OLB,3743,146,3.8790549332720228,5.03211098352456,0,0.21693828479829014,0.07053165909698103
42368,Shaq Thompson,OLB,588,26,3.8878739673452714,4.695123495509725,0,0.22789115646258504,0.10034013605442177
52626,Carter Coughlin,ILB,445,17,3.893363897194087,4.785879277324316,0.7094890588439616,0.1348314606741573,0.011235955056179775
41235,Anthony Barr,OLB,398,18,3.9127429853091824,4.85745058882954,0,0.24874371859296482,0.09547738693467336
52456,Darrell Taylor,DE,2911,112,3.915660751323015,5.010196671807074,0,0.17519752662315355,0.051185159738921335
38559,Harrison Smith,SS,346,13,3.926452180367418,4.801952806478006,0,0.15028901734104047,0.07514450867052024
43986,Antonio Hamilton,CB,109,5,3.926768141254565,4.792426891338351,0.755362123487626,0.3211009174311927,0.07339449541284404
53447,Jaelan Phillips,OLB,4207,171,3.9335442064410078,5.005501473203736,0,0.1804135963869741,0.04254813406227716
53534,Baron Browning,ILB,362,13,3.937475846687069,4.771117368533562,0,0.1712707182320442,0.06077348066298342
46188,Kyzir White,ILB,496,17,3.944211422222138,5.0174686287653,0,0.2560483870967742,0.10483870967741936
42346,Dante Fowler,OLB,2993,113,3.9455384358452132,4.983373052449178,0,0.15035081857667892,0.043434680922151685
46902,Robert Spillane,OLB,132,6,3.95321293163067,5.0951656958134235,0.7904040727337867,0.12878787878787878,0.015151515151515152
43404,De'Vondre Campbell,ILB,476,21,3.9544903837004455,4.8303418320538,0.5833039082263733,0.14285714285714285,0.03991596638655462
42470,Damien Wilson,OLB,388,17,3.9582495285638535,5.317237008613817,0,0.12886597938144329,0.05670103092783505
46680,Sean Chandler,SS,139,5,3.9602146437665313,4.600296673303165,0.3800790331757912,0.26618705035971224,0.08633093525179857
46250,Kylie Fitts,OLB,344,14,3.96464100167909,5.02656317888138,0.4045089690321885,0.14825581395348839,0.01744186046511628
44999,Chuck Clark,SS,523,22,3.967292432170508,4.680626706852782,0,0.17782026768642448,0.05162523900573614
40825,Benson Mayowa,OLB,1751,63,3.9745110715768224,5.018668662878301,0,0.21302113078241006,0.05025699600228441
47787,Clelin Ferrell,DE,1319,53,3.9820608612672332,5.003819547554263,0,0.14556482183472327,0.0356330553449583
35452,Brandon Graham,DE,564,28,3.9822574742684353,4.979041912479679,0,0.23581560283687944,0.06205673758865248
46117,Uchenna Nwosu,OLB,3222,124,3.9832867116208845,5.078406641416246,0,0.1824953445065177,0.04220980757293606
44825,Haason Reddick,OLB,4520,186,3.999145989734486,4.99568468987116,0,0.19579646017699115,0.07212389380530973
37317,Malcolm Smith,MLB,181,9,4.006715645949947,5.314511004745213,0.7275382298974153,0.1712707182320442,0.016574585635359115
53481,Jeremiah Owusu-Koramoah,OLB,468,20,4.013176175348414,4.984699269959338,0,0.21581196581196582,0.057692307692307696
46083,Marcus Davenport,DE,1469,58,4.013788331741201,5.046525367730743,0,0.20285908781484002,0.05037440435670524
47016,A.J. Johnson,ILB,1113,39,4.017423098263599,5.090612714730324,0,0.1940700808625337,0.050314465408805034
38551,Chandler Jones,OLB,4115,162,4.018177881255761,5.08452680325308,0,0.19878493317132442,0.053462940461725394
43435,Matt Judon,OLB,4708,188,4.020258266984892,5.010376407286381,0,0.20751911639762108,0.07349192863211555
46110,Harold Landry,OLB,6039,221,4.024865098205917,5.084716926403648,0,0.19506540818016227,0.06110283159463487
47799,Brian Burns,DE,4773,200,4.025819426071396,5.015084674808019,0,0.18227529855436833,0.06033940917661848
46199,Josh Sweat,DE,4073,165,4.028905048060725,4.984396992111076,0,0.19887061134299042,0.06039774122268598
48089,Malik Reed,OLB,4983,198,4.031645872312202,5.1098696903197975,0,0.1850290989363837,0.04916716837246639
52436,Patrick Queen,MLB,505,24,4.041253864372455,5.0384309833059415,0,0.21782178217821782,0.09702970297029703
52482,Zack Baun,OLB,153,7,4.04161103115396,5.146745185123618,0.4909643021482538,0.1895424836601307,0.032679738562091505
53445,Zaven Collins,ILB,264,12,4.042316269281993,5.180662957035821,1.165835331045195,0.07196969696969698,0
40095,Steven Means,OLB,3471,138,4.0492574998206505,5.256301550066692,0,0.13367905502736963,0.021607605877268798
53460,Odafe Oweh,OLB,4347,172,4.056389221006728,5.27675138816502,0,0.19093627789279963,0.05682079595123073
44851,Marcus Maye,FS,132,5,4.067747591678414,3.954885514686349,0,0.29545454545454547,0.20454545454545456
52475,Julian Okwara,OLB,1688,65,4.070771409518916,5.044697533744167,0,0.20675355450236968,0.07049763033175356
41249,Dee Ford,DE,2083,84,4.074516242161268,5.20192971817916,0,0.18482957273163705,0.04080652904464714
46162,Ronnie Harrison,SS,154,6,4.076886449342705,4.910271437656706,0,0.21428571428571427,0.06493506493506493
47889,Maxx Crosby,DE,5644,218,4.089770065214647,5.03600929555893,0,0.21934798015591778,0.07565556343019135
37724,Chris Harris,CB,132,5,4.090116055385746,4.982697591526068,0.7270483938121919,0.25,0.030303030303030304
53051,Javelin Guidry,CB,164,6,4.090227115872277,5.1493478272113435,1.3099329128074777,0.0975609756097561,0
42403,Randy Gregory,DE,3565,146,4.091150477094463,5.033896857825144,0,0.2120617110799439,0.05582047685834502
46135,Lorenzo Carter,OLB,3144,121,4.102878330097386,5.138438493601223,0,0.18193384223918574,0.02608142493638677
53668,Jonathon Cooper,OLB,2089,80,4.103897196163815,5.130542773072597,0,0.15414073719483007,0.0421254188606989
42401,Markus Golden,OLB,4650,178,4.107562389834671,5.180288575474098,0,0.19268817204301075,0.055268817204301074
46212,Ja'Whaun Bentley,ILB,566,24,4.110843173064739,5.272217743561326,0.5359856104902092,0.13427561837455831,0.015901060070671377
46157,Oren Burks,ILB,217,7,4.1293130078305165,4.797650464719431,0,0.2626728110599078,0.1152073732718894
44826,Derek Barnett,DE,3890,158,4.135962526926316,5.202966150820671,0,0.19562982005141388,0.05295629820051414
52431,Kenneth Murray,ILB,152,6,4.137206579231,5.156134506626076,0.49652393788223165,0.21052631578947367,0.07894736842105263
43354,Carl Nassib,DE,1883,75,4.142999196448851,5.07980420540843,0,0.21561338289962825,0.064259160913436
47785,Nick Bosa,DE,4108,168,4.147433102968438,5.159121837128242,0,0.18914313534566699,0.054527750730282376
44174,Sam Eguavoen,ILB,1473,65,4.151086847076439,5.046182222548923,0,0.18126272912423624,0.048200950441276307
43330,Reggie Ragland,ILB,234,14,4.158368148482024,4.997096752363662,0.6562271315386291,0.2692307692307692,0.05982905982905983
44915,Trey Hendrickson,DE,5470,215,4.161952325433278,5.08629920685649,0,0.22723948811700181,0.07842778793418648
42116,Adrian Phillips,SS,288,11,4.181508792666793,5.160186181714818,0,0.17708333333333334,0.024305555555555556
53620,Tarron Jackson,DE,937,41,4.191904878552817,5.233008365177871,0,0.1728922091782284,0.033084311632870865
37089,Ryan Kerrigan,DE,1921,84,4.203213893735667,5.115870095668832,0,0.21499219156689225,0.06402915148360229
43516,Stephen Weatherly,OLB,1184,44,4.22022572479201,5.233560463374236,0,0.16976351351351351,0.03969594594594594
44887,Duke Riley,ILB,402,16,4.222331496826211,5.2155571982437925,0,0.18159203980099503,0.06467661691542288
47872,Bobby Okereke,MLB,570,21,4.223325008336706,5.454822944127401,0,0.16842105263157894,0.03859649122807018
52586,Justin Strnad,ILB,604,23,4.225059086103036,5.377530431094904,0,0.14735099337748345,0.052980132450331126
53547,Chris Rumph,OLB,573,23,4.232360523334368,5.240672226412219,0.620661451877509,0.2024432809773124,0.038394415357766144
52979,Chauncey Rivers,OLB,654,25,4.23583357170309,5.185147062030678,0,0.25840978593272174,0.0382262996941896
52498,Jonathan Greenard,DE,2097,84,4.244846541612288,5.200862986574371,0,0.19456366237482117,0.07105388650453028
39998,Jon Bostic,OLB,263,12,4.252901801136093,5.36398404303934,1.212835885762441,0.09885931558935361,0
35539,Everson Griffen,DE,4093,166,4.253029983027288,5.184421082988995,0,0.19545565599804543,0.06498900561935012
53441,Micah Parsons,OLB,2799,108,4.2580527497777565,5.202055490819282,0,0.18828152911754198,0.07252590210789568
46085,Tremaine Edmunds,MLB,476,22,4.262803655476152,5.056140600350518,0,0.17857142857142858,0.058823529411764705
43308,Shaq Lawson,DE,2905,125,4.265363589420732,5.30084627704568,0,0.17487091222030982,0.027882960413080894
53489,Pete Werner,OLB,309,14,4.267023936912528,5.282974142706227,0.6271904109942991,0.09385113268608414,0.019417475728155338
44937,Jalen Reeves-Maybin,OLB,177,9,4.273723816320915,5.39526072587692,0.5821597882145493,0.0847457627118644,0.02824858757062147
47934,Andrew Van Ginkel,OLB,2237,94,4.276973840589339,5.228850207580218,0,0.14975413500223514,0.04514975413500223
52556,Alton Robinson,DE,1374,57,4.288083685824843,5.34230672436413,0,0.14556040756914118,0.04148471615720524
53479,Azeez Ojulari,OLB,4326,166,4.288467850787365,5.266321948098904,0,0.16111881645862228,0.03444290337494221
47956,Cole Holcomb,OLB,622,29,4.2896400930606955,5.1750843886102045,0,0.2057877813504823,0.07234726688102894
46186,Jordan Whitehead,SS,263,10,4.302732193239325,5.339478440381684,0.37445754145347565,0.2965779467680608,0.11026615969581749
53487,Nick Bolton,ILB,535,20,4.3137086451917375,5.075507334923121,0,0.20373831775700935,0.052336448598130844
35493,Carlos Dunlap,OLB,4048,154,4.334539244398531,5.3242015379934315,0,0.1702075098814229,0.037549407114624504
41279,Jeremiah Attaochu,OLB,1392,55,4.337172692207815,5.229894888305526,0,0.1300287356321839,0.029454022988505746
53461,Joe Tryon,OLB,2708,108,4.346652423495907,5.200782677140175,0,0.163589364844904,0.050590841949778434
53039,Azur Kamara,DE,329,13,4.351549496148013,5.192662132717252,0.4458530426936866,0.14893617021276595,0.030395136778115502
41243,C.J. Mosley,ILB,619,31,4.3535721113643975,5.364095411073164,0,0.23424878836833601,0.05331179321486268
47890,Anthony Nelson,OLB,1180,50,4.3596863476745895,5.3628422757277106,0,0.13305084745762713,0.026271186440677965
46077,Roquan Smith,ILB,757,28,4.36194144080037,5.294886860737926,0,0.15059445178335534,0.06605019815059446
46255,Jacob Martin,DE,3006,127,4.365025527488719,5.391776816414325,0,0.1497005988023952,0.0385894876912841
46142,Jerome Baker,ILB,846,39,4.369471869290959,5.189878464285221,0,0.2565011820330969,0.09456264775413711
52462,A.J. Epenesa,DE,2432,91,4.37924120651111,5.187783052952109,0,0.1796875,0.05879934210526316
38556,Whitney Mercilus,DE,3160,128,4.386987246930423,5.35633562085454,0,0.15949367088607594,0.030063291139240507
46074,Bradley Chubb,OLB,219,8,4.392310194297821,5.34925851956813,0.40884965588201383,0.2237442922374429,0.0502283105022831
40077,John Simon,DE,199,10,4.435400204445758,5.46456811754927,0.7247475266517632,0.1658291457286432,0.035175879396984924
45533,Joseph Jones,ILB,394,17,4.43734937802034,5.3336501251889255,0.6792059012382337,0.12436548223350254,0.017766497461928935
37841,Mario Addison,DE,2719,111,4.440753984455537,5.304818910066837,0,0.17359323280617875,0.035307098197866864
53611,Adetokunbo Ogundeji,OLB,2232,89,4.441891021503951,5.293259329306485,0,0.16442652329749105,0.042114695340501794
47812,L.J. Collier,DE,434,19,4.451138271718465,5.255416392181106,0,0.14746543778801843,0.04838709677419355
38607,Demario Davis,ILB,1301,58,4.46621687829709,5.439445868566381,0,0.186010760953113,0.05764796310530361
43775,Romeo Okwara,OLB,1914,69,4.4751522534284165,5.291980345296825,0,0.21003134796238246,0.056948798328108674
48027,Kaden Elliss,OLB,531,24,4.4770844681873125,5.420494242322841,0,0.14500941619585686,0.062146892655367235
46700,Tre Herndon,CB,125,5,4.479433009570099,5.198864907289999,0.9680753274875152,0.24,0.016
