blocker_nflId,blocker_name,blocker_pos,n_plays,n_frames,median_etbc,pct_pressure_allow,etbc_z,pff_z_inv,disagreement
40124,David Quessenberry,G,266,6009,4.3734777395562485,0.07518796992481203,-1.7151651219867983,-0.25155206957129184,1.4636130524155064
42356,Andrus Peat,G,118,2838,6.098459353056262,0.11016949152542373,0.26137784018691557,-1.2007479479827923,1.4621257881697078
41665,Tyler Shatley,G,94,1893,4.900732412263181,0.05319148936170213,-1.1110186751747821,0.3453050062426286,1.4563236814174108
42377,Donovan Smith,T,288,6682,4.090629238161458,0.05208333333333333,-0.7494132951987571,0.6981185932252603,1.4475318884240174
42471,Jon Feliciano,G,214,4808,7.029134035079606,0.07009345794392523,1.327776738836096,-0.11331652253061655,1.4410932613667125
42371,Laken Tomlinson,G,204,4479,5.4824753854930774,0.02941176470588235,-0.44443766901639087,0.9905489979353678,1.4349866669517586
53571,Royce Newman,T,216,4296,6.439220592377035,0.05092592592592592,2.160450950817743,0.7262514141429101,1.434199536674833
42654,La'el Collins,T,53,1191,5.950548687543201,0.07547169811320754,1.5549948754743659,0.1296232875119971,1.4253715879623687
46404,J.C. Hassenauer,C,10,216,6.342677684285268,0,0.07508237870904086,1.487947208869915,1.4128648301608742
46119,Connor Williams,G,239,4856,5.309433852440138,0.03765690376569038,-0.6427145791253428,0.7668236808421683,1.409538259967511
46131,Brian O'Neill,T,244,5363,4.741741489514174,0.02049180327868852,0.05730357232006422,1.4660062461414394,1.408702673821375
53499,Brady Christensen,T,75,1911,4.2299399355963025,0.16,-0.5768097399546096,-1.924985629136408,1.3481758891817983
42924,Jesse Davis,T,281,6656,4.764736390011054,0.13167259786476868,0.08579385807219118,-1.2364383412649433,1.3222321993371344
46143,Geron Christian,T,132,3057,4.191583970083741,0.05303030303030303,-0.6243321207494255,0.6751008306562739,1.2994329514056995
44068,Lucas Patrick,G,126,2442,7.390831711611005,0.04761904761904761,1.7422223140165505,0.4965087987821554,1.245713515234395
46158,Joseph Noteboom,T,31,672,4.648071357720478,0.03225806451612903,-0.05875210800801359,1.180006590234036,1.2387586982420495
53557,Dan Moore,T,227,5408,3.207339763184049,0.10572687224669604,-1.8437937447844224,-0.6057818863985005,1.2380118583859219
52477,Damien Lewis,G,176,3707,5.006054745649211,0.05681818181818181,-0.9903367414169592,0.24689757927992045,1.2372343206968797
52590,Michael Onwenu,G,219,4330,5.398757136163205,0.0410958904109589,-0.5403649039639664,0.673509502377616,1.2138744063415823
52666,Calvin Throckmorton,T,145,3458,5.745528026742545,0.07586206896551724,1.300977807120743,0.12013463795850995,1.180843169162233
47806,Tytus Howard,T,232,4898,5.708839037656751,0.07758620689655173,1.2555207814139868,0.07822643576394188,1.1772943456500449
43695,Matt Skura,C,131,2539,6.399946005851852,0.08396946564885496,0.13055772980331573,-1.0362718817437593,1.166829611547075
52432,Cesar Ruiz,G,189,4003,7.069708574412155,0.0582010582010582,1.374268434477111,0.20937432406063008,1.164894110416481
30869,Andrew Whitworth,T,206,4988,4.626833961362043,0.03883495145631067,-0.08506487639616589,1.0201437957680675,1.1052086721642334
38553,Riley Reiff,T,247,5654,4.3631865135223915,0.05263157894736842,-0.4117195243599608,0.684792520159005,1.0965120445189658
47884,Yodny Cajuste,T,33,680,4.785774070544864,0.12121212121212122,0.11185918199266454,-0.9821780743107331,1.0940372563033978
52412,Andrew Thomas,T,161,4032,4.303676545691436,0.05590062111801242,-0.4854513497633314,0.6053327056024526,1.090784055365784
46235,Wyatt Teller,G,230,4604,6.833888906775945,0.06521739130434782,1.104058189474699,0.018991683212662293,1.0850665062620368
42402,Ty Sambrailo,T,63,1459,4.160146881573854,0.06349206349206349,-0.6632821320783777,0.42080935846556927,1.084091490543947
44882,Pat Elflein,C,39,641,4.932025439135005,0.1282051282051282,-1.2914048245286331,-2.366046973768678,1.0746421492400449
42392,Mitch Morse,C,236,4918,7.594366743939517,0.0423728813559322,1.2875832543362127,0.21416947054021035,1.0734137837960023
43345,Cody Whitehair,G,237,5011,5.397851144930492,0.04641350210970464,-0.5414030197217204,0.5292203212187847,1.070623340940505
44972,Jermaine Eluemunor,G,164,3339,5.7900760816835,0.03048780487804878,-0.09197826512668693,0.9613515002368194,1.0533297653635063
52589,Netane Muti,G,83,1796,4.925860946786331,0.14457831325301204,-1.0822255404116259,-2.1344040689976023,1.0521785285859764
43453,Halapoulivaati Vaitai,G,290,5999,6.549416856500143,0.07586206896551724,0.7781003795436661,-0.26984321306081194,1.047943592604478
41222,Alejandro Villanueva,T,250,6612,4.457531815608293,0.136,-0.294827319666018,-1.341623454588022,1.0467961349220039
46629,Nick Gates,C,41,853,6.597235403413338,0.07317073170731707,0.321670343155817,-0.7116494709774773,1.0333198141332942
42445,Daryl Williams,T,242,5807,5.6496573231694125,0.0743801652892562,1.1821956562509588,0.1561549109191303,1.0260407453318285
34472,Alex Mack,C,207,4247,6.2942479020856315,0.0144927536231884,0.028168847852014324,1.0522783012672914,1.024109453415277
43648,Justin Murray,T,39,887,6.0937562480603935,0.05128205128205128,1.732426576975031,0.7175951615528638,1.0148314154221674
42424,John Miller,G,211,4437,6.062076767277367,0.0947867298578199,0.2196894283776759,-0.7833488954149745,1.0030383237926506
41310,Gabe Jackson,G,219,4621,5.3692322672525865,0.0502283105022831,-0.5741955091122595,0.42570851734397097,0.9999040264562304
47914,Wes Martin,G,42,927,5.4691497759903225,0.11904761904761904,-0.4597066083912889,-1.4416489055881394,0.9819422971968506
46134,Brandon Parker,T,101,2290,4.144410989986811,0.1485148514851485,-0.6827786307886102,-1.6458189119432856,0.9630402811546753
52603,Justin Herron,T,170,3651,5.184322043753727,0.09411764705882351,0.6056532579527861,-0.32359926763103314,0.9292525255838193
46106,Braden Smith,T,83,2157,4.352552090479947,0.06024096385542168,-0.42489539138879856,0.4998330482032707,0.9247284395920692
37082,Tyron Smith,T,205,4504,4.979429181507082,0.02926829268292683,0.35179452980694037,1.252678248484884,0.9008837186779436
42364,Cedric Ogbuehi,T,21,376,4.620187448685298,0.04761904761904761,-0.09329979115221293,0.8066309024790524,0.8999306936312654
43484,Wes Schweitzer,G,175,3925,5.164513953750147,0.06285714285714286,-0.8087687582498603,0.08303515518315882,0.8918039134330191
41322,Brandon Linder,G,154,3127,5.587869001496609,0.04545454545454545,-0.323674057196121,0.55524085042974,0.8789149076258611
53480,Samuel Cosmi,T,147,3771,4.107005022180889,0.07482993197278912,-0.7291239807835018,0.14522254131308127,0.8743465220965831
47805,Andre Dillard,T,157,4048,3.711194958945417,0.09554140127388536,-1.2195258334323686,-0.35820611575273764,0.861319717679631
47838,Max Scharping,G,220,4631,5.921847420014791,0.09545454545454546,0.05900984359086829,-0.8014695426294666,0.8604793862203348
43640,Rashod Hill,T,162,3514,4.670720733563671,0.11728395061728394,-0.030689921351999584,-0.886696985135679,0.8560070637836794
45550,Elijah Wilkinson,T,58,1513,3.562272336378438,0.10344827586206896,-1.4040383984015088,-0.5503965971545779,0.8536418012469309
53436,Penei Sewell,T,316,7743,3.9202542965608487,0.08544303797468354,-0.9605049140497294,-0.11274765018598808,0.8477572638637413
42474,Shaquille Mason,G,215,3871,5.921018834378778,0.03255813953488372,0.05806042181465792,0.9051746093160468,0.8471141875013889
38629,Ben Jones,C,252,5085,5.217871046323555,0.05555555555555555,-1.01450854079341,-0.18211693694014217,0.8323916038532678
44844,Ryan Ramczyk,T,196,4997,4.749234556635173,0.11224489795918367,0.06658735345519423,-0.7642139552901289,0.8308013087453232
48485,Blake Hance,G,120,2628,4.947603866986486,0.075,-1.0573117583965688,-0.2464516545597911,0.8108601038367776
44943,Julien Davenport,T,114,2969,4.009617806838365,0.14912280701754385,-0.8497850636218012,-1.6605963395019052,0.810811275880104
46161,Chukwuma Okorafor,T,170,3900,4.819148113113942,0.04117647058823529,0.15320904604733715,0.9632290585786426,0.8100200125313055
48181,Yosuah Nijman,T,88,2064,4.308187905205032,0.06818181818181818,-0.4798618530098942,0.3068166295524947,0.7866784825623889
41619,Trey Hopkins,C,240,5085,5.3090445535485955,0.05416666666666667,-0.9261895157993768,-0.14036533329489087,0.7858241825044859
52783,Yasir Durant,G,38,821,4.876811920534717,0.07894736842105263,-1.1384275931641732,-0.35356036980130734,0.7848672233628659
53452,Christian Darrisaw,T,80,1754,4.916828448684553,0.0375,0.27423329980081673,1.0525921367876478,0.7783588369868311
47824,Dalton Risner,G,239,5131,5.571544924558841,0.0502092050209205,-0.3423787431665758,0.4262269294465517,0.7686056726131275
45012,Chase Roullier,C,260,5644,5.814418389579613,0.03846153846153846,-0.4366380461428999,0.33174895407833704,0.768387000221237
41295,Morgan Moses,T,233,5383,5.044304152505563,0.0944206008583691,0.43217350175154634,-0.3309630921014753,0.7631365938530217
40151,Ryan Jensen,C,291,5565,7.191568569220068,0.04467353951890034,0.8973959823604823,0.14500902976492067,0.7523869525955617
47875,Chuma Edoga,T,31,674,4.4166299352750364,0.06451612903225806,-0.3455040450839831,0.3959176459485703,0.7414216910325534
38557,Kevin Zeitler,G,244,6103,5.819162737921317,0.04098360655737704,-0.05864977905466792,0.676556235800161,0.735206014854829
42598,Denzelle Good,G,10,209,6.793691777201795,0,1.0579989428499408,1.7886139350290182,0.7306149921790774
43367,Joe Thuney,G,314,6541,7.314409492625456,0.03184713375796178,1.6546551203100053,0.9244671878575493,0.730187932452456
46102,Austin Corbett,G,231,4939,6.735272543356869,0.05627705627705628,0.9910601855854602,0.26158059219181634,0.7294795933936438
36785,Ty Nsekhe,T,37,884,4.216522504122422,0.13513513513513514,-0.5934337065076418,-1.3206013942439359,0.727167687736294
48235,Andre James,C,253,5009,5.9484301128745125,0.03557312252964427,-0.3068219943158942,0.41857807202711145,0.7254000663430056
43433,Connor McGovern,C,255,5004,5.847785723808301,0.0392156862745098,-0.40431538449016896,0.3090784000628158,0.7133937845529847
52938,Terence Steele,T,191,4175,4.58580802247137,0.05759162303664921,-0.13589530823052814,0.5642299324182253,0.7001252406487535
42348,Brandon Scherff,G,110,2355,5.74446647970218,0.04545454545454545,-0.1442393078521264,0.55524085042974,0.6994801582818664
39684,Greg Van Roten,G,254,5170,5.895714265492023,0.0905511811023622,0.029065580853731485,-0.6684206350782055,0.6974862159319369
40023,Terron Armstead,T,119,2976,4.070135330026725,0.08403361344537816,-0.7748048944803299,-0.07848911025776205,0.6963157842225678
43510,Ted Karras,C,138,2414,5.9669421897542545,0.03623188405797101,-0.2888894980195977,0.39877493986335605,0.6876644378829537
44846,Cam Robinson,T,248,5910,4.064646617427475,0.0846774193548387,-0.7816053148772409,-0.09413794422984562,0.6874673706473953
47865,Nate Davis,G,253,5175,5.501124064632417,0.1067193675889328,-0.4230693742947403,-1.1071315679432006,0.6840621936484603
52486,Matt Hennessy,C,275,5390,5.636039552807688,0.04727272727272727,-0.6094321551199802,0.06687444479881176,0.6763065999187919
47827,Elgton Jenkins,G,128,2848,5.001997436915303,0.078125,-0.9949857446066794,-0.33124605412599156,0.6637396904806878
39950,Lane Johnson,T,132,3527,4.111085533519594,0.08333333333333333,-0.7240682974997116,-0.06146757155128458,0.662600725948427
53063,Aaron Brewer,C,43,972,4.242998267118853,0.09302325581395347,-1.9588597670774408,-1.3084392678352967,0.6504204992421441
41475,Charles Leno,T,290,7458,4.474585438837284,0.06551724137931035,-0.27369817414225317,0.37158385112591774,0.6452820252681709
46075,Quenton Nelson,G,152,3245,5.945715451101977,0.03947368421052631,0.08635865038226387,0.7175267826138557,0.6311681322315918
41390,Corey Linsley,C,253,4760,6.664702543110253,0.01581027667984189,0.38702520531396895,1.0126720369397804,0.6256468316258115
52516,Saahdiq Charles,T,39,1033,4.270274069545464,0.1282051282051282,-0.52683644253016,-1.1521553978970924,0.6253189553669324
42765,Chris Reed,G,162,3676,5.9276033998615,0.08641975308641975,0.0656052422707087,-0.5563176085301036,0.6219228508008123
41563,Cornelius Lucas,T,111,2940,4.728345252251247,0.05405405405405406,0.04070586502944579,0.6502167630141266,0.6095108979846808
46302,Jordan Mailata,T,166,4359,4.276846128716171,0.0783132530120482,-0.5186937743860325,0.06055430230840116,0.5792480766944337
52507,Matt Peart,T,139,2925,4.839646353703307,0.05035971223021582,0.17860601316559405,0.7400142330090985,0.5614082198435044
39146,Mike Remmers,T,105,2513,4.7213146650717075,0.05714285714285714,0.03199508857805427,0.5751379760709624,0.5431428874929082
43447,Brandon Shell,T,168,4051,4.4461022794888825,0.07142857142857142,-0.3089883181056703,0.2278985864588277,0.536886904564498
53466,Landon Dickerson,G,207,4756,5.717230658595843,0.09178743961352658,-0.1754470436943228,-0.7019655304902978,0.5265184867959749
46180,Brian Allen,C,228,4580,6.708139556176405,0.05263157894736842,0.42910228186194643,-0.09421882400277073,0.5233211058647171
41532,James Hurst,T,114,2724,5.841773134943571,0.04385964912280701,1.42022383887738,0.898009689219088,0.522214149658292
43297,Jack Conklin,T,144,3087,5.609982876595385,0.05555555555555555,1.133039700124733,0.6137201304723108,0.5193195696524222
44876,Taylor Moton,T,287,6950,4.636659347227472,0.0627177700348432,-0.07289139249833446,0.43962992158817815,0.5125213140865126
47919,Michael Jordan,G,98,2077,5.936121172320105,0.08163265306122448,0.07536519743469028,-0.4264234413941755,0.5017886388288657
46089,Frank Ragnow,C,119,2222,7.274684525429368,0.03361344537815126,0.9779097240961527,0.47748822989240136,0.5004214942037514
47797,Chris Lindstrom,G,277,5443,6.139801487742768,0.03610108303249097,0.3087490728518554,0.809039644011541,0.5002905711596857
42352,Ereck Flowers,G,289,6279,5.7691429717298455,0.05190311418685121,-0.1159641388493369,0.3802640460402229,0.4962281848895598
48159,Sam Mustipher,C,241,5015,5.750338281243289,0.04979253112033195,-0.498711918938064,-0.00887376828764659,0.4898381506504174
52419,Mekhi Becton,T,27,643,5.221313710631566,0.07407407407407407,0.6514852962318889,0.16359499578991388,0.487890300441975
43384,Graham Glasgow,G,195,4196,6.276664615774021,0.06666666666666667,0.4655715284503082,-0.02033325571659009,0.4859047841668983
52553,Jack Driscoll,T,145,3497,5.047368830456946,0.08275862068965517,0.4359705849607126,-0.047498170819762,0.4834687557804746
52551,Ben Bredeson,G,93,2207,4.976482218568584,0.08602150537634409,-1.0242219549273248,-0.5455114723846701,0.4787104825426547
42400,Rob Havenstein,T,242,5449,5.169763279153331,0.0371900826446281,0.5876151993093269,1.0601252227193159,0.47251002340998893
53442,Rashawn Slater,T,265,6218,4.944283828408816,0.04905660377358491,0.30825004250790267,0.7716885739646235,0.46343853145672087
37213,Marcus Cannon,T,102,2373,4.951771376281201,0.04901960784313725,0.3175269853890397,0.772587825066098,0.45506083967705835
52543,Kevin Dotson,G,217,4806,5.95050808333354,0.04608294930875576,0.09185021239860482,0.5381896096288281,0.4463393972302233
52504,Lucas Niang,T,223,5494,4.432854385266033,0.11210762331838564,-0.32540223092404275,-0.7608772539165335,0.43547502299249075
46092,Isaiah Wynn,T,231,4977,4.571043163420404,0.06926406926406926,-0.15418871434937534,0.28051061518793896,0.43469932953731427
47995,Dennis Daley,G,170,3406,5.659019893675685,0.0588235294117647,-0.24214693013092947,0.19248406084171696,0.43463099097264646
43307,Ryan Kelly,C,245,5330,5.5849385362450965,0.05714285714285714,-0.6589332886880052,-0.2298330553918581,0.42910023329614705
46103,Will Hernandez,G,286,5989,5.733241667946878,0.05594405594405594,-0.157101081278019,0.2706162924452912,0.4277173737233102
41242,Zack Martin,G,188,3698,6.432785579804893,0.02659574468085106,0.6444602715464632,1.0669594706358236,0.4224991990893604
33107,Duane Brown,T,217,5003,4.131641333862859,0.09216589861751152,-0.6986000148375286,-0.2761585920104004,0.42244142282712827
52447,Robert Hunt,G,297,6569,6.282096238187122,0.06397306397306397,0.47179526728310384,0.05275551966707082,0.419039747616033
47814,Kaleb McGary,T,243,5199,4.570167762303351,0.06995884773662552,-0.1552733212593273,0.2636228034971131,0.4188961247564404
52894,Trystan Colon,C,28,659,6.262130916045855,0.03571428571428571,-0.0029426118155258195,0.4143345437063068,0.4172771555218326
53619,Trey Hill,C,26,528,7.038058494208103,0.03846153846153846,0.7486920379311731,0.33174895407833704,0.41694308385283607
41296,Billy Turner,T,218,5038,4.99230023232257,0.08256880733944955,0.3677415401326938,-0.0428844237891675,0.4106259639218613
52524,Ben Bartch,T,121,2593,5.292838991708532,0.06611570247933884,0.7401038878479076,0.35703720243028264,0.38306668541762495
47952,David Edwards,G,235,5020,6.45162363945778,0.05531914893617021,0.6660455649411986,0.28757264909117314,0.37847291585002546
41293,Justin Britt,C,156,3176,6.401169313388607,0.05769230769230769,0.1317427377316315,-0.24635017331745204,0.37809291104908355
41959,Matt Feiler,G,257,5085,6.553968958874594,0.05058365758754864,0.7833163342187193,0.41606645566950995,0.3672498785492093
41069,James Ferentz,C,52,922,6.3879350302150355,0.05769230769230769,0.11892279669876361,-0.24635017331745204,0.36527297001621567
52517,John Simpson,G,254,5257,5.345667270609386,0.07480314960629922,-0.6011970886677998,-0.24111027505955823,0.3600868136082415
48158,Alex Bars,G,31,680,5.451987676675069,0.0967741935483871,-0.47937152907926284,-0.837277148311381,0.35790561923211817
53580,Larry Borom,T,40,835,5.012093991258372,0.05,0.3922656666130953,0.7487576708770297,0.3564920042639344
44875,Dion Dawkins,T,242,6111,4.858621387333954,0.05785123966942149,0.20211575309104893,0.557919493941435,0.35580374085038613
42367,D.J. Humphries,T,227,5434,4.438324928777732,0.07929515418502203,-0.3186243217137425,0.036687468830999964,0.3553117905447425
44949,Sean Harlow,G,46,859,6.606622411747869,0.0217391304347826,0.8436484623390035,1.1987398510902332,0.3550913887512297
41264,Joel Bitonio,G,230,4653,7.0125299682818945,0.03043478260869565,1.308751230902774,0.9627902175147188,0.3459610133880552
42883,David Andrews,C,268,4597,6.291337344932904,0.03731343283582089,0.02534941512706919,0.3662623348183841,0.34091291969131493
46152,Orlando Brown,T,326,8065,4.699106845116507,0.06748466257668712,0.00447998206383773,0.3237622216278219,0.3192822395639842
42810,B.J. Finney,C,16,372,5.552177048548572,0.0625,-0.690669071798435,-0.3908749551663994,0.29979411663203553
46078,Mike McGlinchey,T,206,4887,4.422290818554554,0.0825242718446602,-0.33849030817893383,-0.0418019103272966,0.29668839785163725
42410,A.J. Cann,G,106,2362,5.446355105979643,0.09433962264150944,-0.48582552133046136,-0.7712169952713711,0.28539147394090975
53443,Alijah Vera-Tucker,G,259,5239,5.841051239655634,0.07722007722007722,-0.03356918473592109,-0.3066916913172462,0.27312250658132514
53446,Alex Leatherwood,T,235,5479,4.328042072838765,0.11063829787234042,-0.45526288119297115,-0.725162716944691,0.2698998357517199
39947,Eric Fisher,T,206,5131,3.983226944352506,0.10679611650485436,-0.8824828878010905,-0.6317717470469428,0.2507111407541477
52519,Solomon Kindley,G,60,1290,5.669687091988571,0.08333333333333333,-0.22992408926906904,-0.4725700534029921,0.24264596413392303
37090,Nate Solder,T,271,6273,4.593852528279973,0.0959409594095941,-0.12592830405702257,-0.3679180783738023,0.24198977431677973
45056,Kyle Fuller,G,182,3845,5.532300671269139,0.07142857142857142,-0.3873461515368812,-0.14954376934127633,0.23780238219560484
34457,Andre Smith,T,19,447,5.058232701311054,0.05263157894736842,0.44943073387719656,0.684792520159005,0.23536178628180848
41324,Michael Schofield,G,106,2247,6.738929326626259,0.03773584905660377,0.9952502529918266,0.7646815629088627,0.23056869008296388
46163,Alex Cappa,G,298,6043,6.432041499930394,0.05033557046979865,0.6436076793636096,0.42279810309022026,0.22080957627338937
46284,Bradley Bozeman,C,245,5899,6.182968909629457,0.04489795918367346,-0.07962619497538828,0.13826271552137923,0.2178889104967675
53491,Josh Myers,C,103,2041,6.518327022736948,0.04854368932038835,0.2452324451599092,0.028667858162098,0.2165645869978112
40089,Oday Aboushi,G,162,3115,6.886992199012502,0.03086419753086419,1.164905758931079,0.9511383837579035,0.21376737517317546
47801,Garrett Bradbury,C,236,4327,5.391111673967362,0.0847457627118644,-0.8466917726494593,-1.0596082677894942,0.21291649514003497
53497,Jalen Mayfield,G,269,5485,5.150234936962935,0.10408921933085502,-0.8251301443171928,-1.0357645784027867,0.2106344340855939
52466,Ezra Cleveland,G,245,4586,5.676103007459828,0.08163265306122448,-0.22257251376741302,-0.4264234413941755,0.20385092762676246
46275,Matt Pryor,T,99,2569,5.046743010501502,0.0707070707070707,0.43519520481230056,0.24543592936853148,0.18975927544376908
46108,James Daniels,G,232,4973,5.639237823869923,0.06896551724137931,-0.26481390266316057,-0.08271074505264556,0.18210315761051502
38779,Kelvin Beachum,T,136,3560,4.83839875790618,0.0661764705882353,0.17706026345608297,0.35556012675740656,0.17849986330132359
46679,Evan Brown,C,181,3820,7.1272912708705585,0.02762430939226519,0.8351310932247915,0.6575285728317651,0.17760252039302638
41262,Xavier Su'a-Filo,G,58,1201,5.236086072536899,0.08620689655172414,-0.7267589753230836,-0.5505419150730617,0.17621706025002193
41630,Justin McCray,C,92,1914,5.955638526160973,0.06521739130434782,-0.29983926377726494,-0.4725628753418913,0.17272361156462634
42362,Cameron Erving,T,206,4927,4.146489777310743,0.10194174757281552,-0.6802030490901922,-0.5137777797030132,0.16642526938717905
52491,Lloyd Cushenberry,C,284,6011,6.221299091016678,0.05633802816901408,-0.04249606418412648,-0.20563896716281893,0.16314290297869244
47831,Erik McCoy,C,74,1376,7.548657252508613,0.01351351351351351,1.2433048467261363,1.08171538961882,0.1615894571073162
