blocker_nflId,blocker_name,blocker_pos,n_plays,n_frames,median_etbc,mean_etbc,pct_pressure_allow
52600,Jon Runyan,G,186,3517,7.202118813031573,6.9863982225125865,0.06451612903225806
40151,Ryan Jensen,C,291,5565,7.191568569220068,6.957738656205945,0.044673539518900345
42721,Eric Tomlinson,TE,8,187,7.1451470523514775,6.481327593858551,0
46679,Evan Brown,C,181,3820,7.1272912708705585,6.85730947538795,0.027624309392265192
48456,Donald Parham,TE,20,404,7.078617724449051,7.070122104826493,0.05
52432,Cesar Ruiz,G,189,4003,7.069708574412155,6.7325233255640144,0.0582010582010582
53619,Trey Hill,C,26,528,7.038058494208103,6.6672930849194465,0.038461538461538464
42471,Jon Feliciano,G,214,4808,7.029134035079606,6.619085361238034,0.07009345794392523
41264,Joel Bitonio,G,230,4653,7.0125299682818945,6.827014219171561,0.030434782608695653
40070,J.C. Tretter,C,221,4441,6.997641450592008,6.748326054661305,0.027149321266968326
42954,Greg Mancz,C,110,2356,6.898072319106248,6.7535925913632475,0.02727272727272727
40089,Oday Aboushi,G,162,3115,6.886992199012502,6.676147416381922,0.030864197530864196
53523,Ben Cleveland,G,45,1170,6.847239488791058,6.632566713050546,0.022222222222222223
46235,Wyatt Teller,G,230,4604,6.833888906775945,6.721660617802703,0.06521739130434782
52483,Jonah Jackson,G,308,6551,6.806176067943399,6.710506872897544,0.08441558441558442
42598,Denzelle Good,G,10,209,6.793691777201795,6.983183211690832,0
52480,Josh Jones,G,220,4825,6.738931125372466,6.7290927193876895,0.08636363636363636
41324,Michael Schofield,G,106,2247,6.738929326626259,6.831375429868179,0.03773584905660377
46102,Austin Corbett,G,231,4939,6.735272543356869,6.763090627452626,0.05627705627705628
53539,James Hudson,T,53,1286,6.719382706091677,6.637991961998931,0.11320754716981132
46180,Brian Allen,C,228,4580,6.708139556176405,6.7903741376163405,0.05263157894736842
41390,Corey Linsley,C,253,4760,6.664702543110253,6.808838499071126,0.015810276679841896
47873,Connor McGovern,G,57,1103,6.650770258849944,6.92255907662927,0.08771929824561403
47920,Foster Moreau,TE,24,564,6.649081194859995,6.5964220743487445,0.16666666666666666
52502,Josiah Deguara,TE,6,126,6.642509811829996,7.316424499546248,0
44949,Sean Harlow,G,46,859,6.606622411747869,6.810089020289259,0.021739130434782608
46629,Nick Gates,C,41,853,6.597235403413338,6.597454215581726,0.07317073170731707
53516,Kendrick Green,C,218,4690,6.596448574723384,6.577820425398535,0.03669724770642202
53522,Spencer Brown,T,93,2321,6.592612898360908,6.621961865316607,0.08602150537634409
47861,Michael Deiter,C,112,2428,6.575190204026519,6.694107372526576,0.044642857142857144
53553,John Bates,TE,7,158,6.5737836321835825,6.748827180355395,0.14285714285714285
42500,C.J. Uzomah,TE,16,334,6.56294698027872,6.343784331962133,0.125
41321,Trai Turner,G,219,4843,6.558747404052831,6.5457926817348495,0.0365296803652968
41959,Matt Feiler,G,257,5085,6.553968958874594,6.711351888051723,0.05058365758754864
43453,Halapoulivaati Vaitai,G,290,5999,6.549416856500143,6.746174947596541,0.07586206896551724
44857,Adam Shaheen,TE,20,421,6.537475254760931,6.488148251208402,0.05
42404,Ali Marpet,G,292,5864,6.537077087725091,6.619914126272387,0.03767123287671233
53491,Josh Myers,C,103,2041,6.518327022736948,6.878857387978317,0.04854368932038835
53946,Jack Stoll,TE,8,184,6.500743220483218,6.197003319053124,0
47952,David Edwards,G,235,5020,6.45162363945778,6.566913503432578,0.05531914893617021
53571,Royce Newman,T,216,4296,6.439220592377035,6.823493362268727,0.05092592592592592
42302,Chris Manhertz,TE,22,401,6.437478889327497,6.844876715690995,0.045454545454545456
41242,Zack Martin,G,188,3698,6.432785579804893,6.795099114119986,0.026595744680851064
46163,Alex Cappa,G,298,6043,6.432041499930394,6.591052957552966,0.050335570469798654
52513,Adam Trautman,TE,26,506,6.427525473478816,6.5307553562625715,0.07692307692307693
42486,MyCole Pruitt,TE,24,459,6.426816352041231,6.191972194066836,0.125
41293,Justin Britt,C,156,3176,6.401169313388607,6.593160076708974,0.057692307692307696
43695,Matt Skura,C,131,2539,6.399946005851852,6.694568919864058,0.08396946564885496
41069,James Ferentz,C,52,922,6.3879350302150355,6.667128402879732,0.057692307692307696
46755,Trenton Scott,T,41,869,6.353223446720179,6.512837070554468,0.12195121951219512
46404,J.C. Hassenauer,C,10,216,6.342677684285268,6.265463425985456,0
34472,Alex Mack,C,207,4247,6.2942479020856315,6.544083148485086,0.014492753623188406
42883,David Andrews,C,268,4597,6.291337344932904,6.670972859855889,0.03731343283582089
52447,Robert Hunt,G,297,6569,6.282096238187122,6.461463452967078,0.06397306397306397
40011,Travis Kelce,TE,7,193,6.278774505983908,7.127515178782091,0
43384,Graham Glasgow,G,195,4196,6.276664615774021,6.481149224645018,0.06666666666666667
44959,George Kittle,TE,19,374,6.270472431854763,6.545194608212394,0
52894,Trystan Colon,C,28,659,6.262130916045855,6.586326076812572,0.03571428571428571
46090,Billy Price,C,248,4919,6.26031781671807,6.7237011660468236,0.04838709677419355
52491,Lloyd Cushenberry,C,284,6011,6.221299091016678,6.511153828063661,0.056338028169014086
46284,Bradley Bozeman,C,245,5899,6.182968909629457,6.531130246697289,0.044897959183673466
47797,Chris Lindstrom,G,277,5443,6.139801487742768,6.565650971176152,0.036101083032490974
37266,Jason Kelce,C,245,5371,6.125738928090561,6.492151430532189,0.04897959183673469
47904,Trevon Wesco,TE,6,100,6.122087402553751,6.719359477939536,0.3333333333333333
46237,Jamarco Jones,T,62,1284,6.120650826037817,6.379739599756823,0.0967741935483871
42356,Andrus Peat,G,118,2838,6.098459353056262,6.327157822294454,0.11016949152542373
43648,Justin Murray,T,39,887,6.0937562480603935,6.740564624463199,0.05128205128205128
42424,John Miller,G,211,4437,6.062076767277367,6.479473171706271,0.0947867298578199
47976,Olisaemeka Udoh,T,244,4526,6.056993008765647,6.53015876596446,0.08196721311475409
44841,David Njoku,TE,23,501,6.02555746865322,6.544672025279613,0.08695652173913043
41436,Matt Paradis,C,274,5463,6.019506994685265,6.5214798919711106,0.06204379562043796
46118,Dallas Goedert,TE,10,260,6.006467624683528,6.223515908401723,0.2
44898,Kareem Hunt,RB,16,317,5.999219537132408,6.4190430928479545,0.125
40641,Jack Doyle,TE,13,291,5.986276383076917,5.909966083796083,0
43510,Ted Karras,C,138,2414,5.9669421897542545,6.568388477025083,0.036231884057971016
42565,Austin Reiter,C,74,1410,5.9667425290445335,6.515729928070509,0.05405405405405406
45069,Daniel Brunskill,G,207,4352,5.960257376196539,6.475405743323039,0.06763285024154589
41630,Justin McCray,C,92,1914,5.955638526160973,6.582247049515337,0.06521739130434782
42654,La'el Collins,T,53,1191,5.950548687543201,6.3531567185215,0.07547169811320754
52543,Kevin Dotson,G,217,4806,5.95050808333354,6.375089650989195,0.04608294930875576
48235,Andre James,C,253,5009,5.9484301128745125,6.545515622234092,0.03557312252964427
46075,Quenton Nelson,G,152,3245,5.945715451101977,6.437582704861248,0.039473684210526314
39983,Zach Ertz,TE,6,147,5.937015110669121,6.679430815519579,0
45268,Patrick Ricard,FB,50,1407,5.936750727876671,6.392825443831244,0.04
47919,Michael Jordan,G,98,2077,5.936121172320105,6.191570031291588,0.08163265306122448
42765,Chris Reed,G,162,3676,5.9276033998615,6.375120413664356,0.08641975308641975
47838,Max Scharping,G,220,4631,5.921847420014791,6.475154014858526,0.09545454545454546
42474,Shaquille Mason,G,215,3871,5.921018834378778,6.452854341104157,0.03255813953488372
39684,Greg Van Roten,G,254,5170,5.895714265492023,6.344054964908523,0.09055118110236221
43324,Hunter Henry,TE,24,537,5.893753492642409,6.209946514384394,0.125
53475,Jackson Carman,G,164,3388,5.881944544011912,6.361804185157311,0.06707317073170732
43433,Connor McGovern,C,255,5004,5.847785723808301,6.397492781732787,0.0392156862745098
41532,James Hurst,T,114,2724,5.841773134943571,6.377354323043208,0.043859649122807015
53443,Alijah Vera-Tucker,G,259,5239,5.841051239655634,6.3704116321174045,0.07722007722007722
42589,Geoff Swaim,TE,30,577,5.819905147608667,6.282832865114293,0.1
38557,Kevin Zeitler,G,244,6103,5.819162737921317,6.354244019511497,0.040983606557377046
45012,Chase Roullier,C,260,5644,5.814418389579613,6.471426114323339,0.038461538461538464
52418,Jedrick Wills,T,139,3101,5.790147923614007,6.273727836091854,0.12949640287769784
44972,Jermaine Eluemunor,G,164,3339,5.7900760816835,6.387084746554096,0.03048780487804878
42352,Ereck Flowers,G,289,6279,5.7691429717298455,6.381275326004295,0.05190311418685121
48159,Sam Mustipher,C,241,5015,5.750338281243289,6.406953475501832,0.04979253112033195
52666,Calvin Throckmorton,T,145,3458,5.745528026742545,6.434972559911683,0.07586206896551724
42348,Brandon Scherff,G,110,2355,5.74446647970218,6.454985567150597,0.045454545454545456
46103,Will Hernandez,G,286,5989,5.733241667946878,6.343585460833682,0.055944055944055944
53466,Landon Dickerson,G,207,4756,5.717230658595843,6.307772572870012,0.09178743961352658
47806,Tytus Howard,T,232,4898,5.708839037656751,6.415061158365034,0.07758620689655173
46189,Will Dissly,TE,30,690,5.707805818516759,6.545214329837078,0.16666666666666666
44792,Mo Alie-Cox,TE,12,283,5.697578773074591,6.15404087816406,0.08333333333333333
40416,Christopher Hubbard,T,17,425,5.688820199234018,6.197111647096018,0.17647058823529413
44879,Alvin Kamara,RB,15,397,5.67665002447812,5.745533651466331,0.26666666666666666
52466,Ezra Cleveland,G,245,4586,5.676103007459828,6.426959709759337,0.08163265306122448
52519,Solomon Kindley,G,60,1290,5.669687091988571,6.431310593844848,0.08333333333333333
47995,Dennis Daley,G,170,3406,5.659019893675685,6.367952326226455,0.058823529411764705
43337,Jason Spriggs,T,36,770,5.656909530923898,5.993667738321808,0.1111111111111111
45630,Storm Norton,T,240,5679,5.654430664040801,6.1884905531142405,0.12916666666666668
42445,Daryl Williams,T,242,5807,5.6496573231694125,6.359059845525279,0.0743801652892562
52554,Tyler Biadasz,C,237,4711,5.6421477565901155,6.4365677370487875,0.06751054852320675
46108,James Daniels,G,232,4973,5.639237823869923,6.263595942515164,0.06896551724137931
52486,Matt Hennessy,C,275,5390,5.636039552807688,6.300207461087646,0.04727272727272727
46192,Durham Smythe,TE,24,536,5.621638731145094,6.118423880786681,0.08333333333333333
43297,Jack Conklin,T,144,3087,5.609982876595385,6.346408772058921,0.05555555555555555
47749,Jakob Johnson,FB,6,93,5.594763934824435,6.527699623618239,0.16666666666666666
41322,Brandon Linder,G,154,3127,5.587869001496609,6.319993654552094,0.045454545454545456
43307,Ryan Kelly,C,245,5330,5.5849385362450965,6.318114068826668,0.05714285714285714
47824,Dalton Risner,G,239,5131,5.571544924558841,6.120921425529186,0.0502092050209205
46526,Darrel Williams,RB,13,326,5.560475371848934,5.743600913181915,0.15384615384615385
42810,B.J. Finney,C,16,372,5.552177048548572,6.1611503266866565,0.0625
45481,Ricky Seals-Jones,TE,23,530,5.5498060894964745,6.223686472756097,0.13043478260869565
45056,Kyle Fuller,G,182,3845,5.532300671269139,6.19437723240869,0.07142857142857142
53591,Noah Gray,TE,6,110,5.5310817692717205,6.415106952084189,0
47865,Nate Davis,G,253,5175,5.501124064632417,6.177896712130249,0.1067193675889328
37234,Lee Smith,TE,26,446,5.500942824197546,6.4063308986557175,0.11538461538461539
42371,Laken Tomlinson,G,204,4479,5.4824753854930774,6.084247487907797,0.029411764705882353
47914,Wes Martin,G,42,927,5.4691497759903225,6.078747078553475,0.11904761904761904
48158,Alex Bars,G,31,680,5.451987676675069,6.4489011491197035,0.0967741935483871
46140,Royce Freeman,RB,13,290,5.4500051930721245,5.386159240412907,0.15384615384615385
42410,A.J. Cann,G,106,2362,5.446355105979643,6.199178508551875,0.09433962264150944
41939,Andrew Norwell,G,238,4962,5.413391751149724,6.308976993543502,0.012605042016806723
52590,Michael Onwenu,G,219,4330,5.398757136163205,6.148547196323485,0.0410958904109589
43345,Cody Whitehair,G,237,5011,5.397851144930492,6.230783863686466,0.046413502109704644
47801,Garrett Bradbury,C,236,4327,5.391111673967362,6.293686314125436,0.0847457627118644
38606,Brandon Brooks,G,37,890,5.389483803714991,6.233055622572019,0.08108108108108109
41310,Gabe Jackson,G,219,4621,5.3692322672525865,6.181079529312629,0.0502283105022831
45532,Blake Jarwin,TE,12,219,5.359604960778242,6.354326492703019,0.08333333333333333
53482,Dillon Radunz,T,16,297,5.351578953960117,6.245333908609762,0.1875
52517,John Simpson,G,254,5257,5.345667270609386,6.262649431613725,0.07480314960629922
43586,George Fant,T,221,5129,5.325153914509381,6.119008966004361,0.04524886877828054
46119,Connor Williams,G,239,4856,5.309433852440138,6.320198415137629,0.03765690376569038
41619,Trey Hopkins,C,240,5085,5.3090445535485955,6.197172445388578,0.05416666666666667
52524,Ben Bartch,T,121,2593,5.292838991708532,6.161683678162765,0.06611570247933884
52598,Charlie Woerner,TE,8,150,5.289300532317981,6.3119977863613155,0
54006,Jake Curhan,T,17,425,5.287802056626091,5.750105210375227,0.17647058823529413
46170,Ian Thomas,TE,37,668,5.242978991103097,6.535474138995161,0.02702702702702703
41262,Xavier Su'a-Filo,G,58,1201,5.236086072536899,6.280212958485706,0.08620689655172414
43045,Quinton Spain,G,247,5420,5.234062077250999,6.1217586179275525,0.02834008097165992
52419,Mekhi Becton,T,27,643,5.221313710631566,5.97893932387109,0.07407407407407407
38629,Ben Jones,C,252,5085,5.217871046323555,6.112558519245272,0.05555555555555555
44075,Garrett Griffin,TE,16,351,5.2100254456382595,6.1000217592260855,0.0625
52603,Justin Herron,T,170,3651,5.184322043753727,5.842829411381736,0.09411764705882353
42400,Rob Havenstein,T,242,5449,5.169763279153331,6.229002860478694,0.0371900826446281
43484,Wes Schweitzer,G,175,3925,5.164513953750147,6.12767655707814,0.06285714285714286
53497,Jalen Mayfield,G,269,5485,5.150234936962935,6.076321723174014,0.10408921933085502
44987,Eric Saubert,TE,16,268,5.131324750087597,6.427421941466582,0.0625
44870,Ethan Pocic,C,34,632,5.114300979593663,6.037395615807513,0.08823529411764706
41349,Logan Thomas,TE,5,104,5.08577403290098,6.250803770355809,0
48011,Tommy Sweeney,TE,7,132,5.085310432180272,6.076160360501547,0.14285714285714285
52426,Austin Jackson,T,281,6496,5.073779021266132,5.793295351741232,0.12455516014234876
34457,Andre Smith,T,19,447,5.058232701311054,6.423483518046147,0.05263157894736842
52553,Jack Driscoll,T,145,3497,5.047368830456946,5.837730267616325,0.08275862068965517
46275,Matt Pryor,T,99,2569,5.046743010501502,5.706165805267809,0.0707070707070707
41295,Morgan Moses,T,233,5383,5.044304152505563,5.99145395690741,0.0944206008583691
42428,Tyler Kroft,TE,22,562,5.030782296193191,6.496956962725539,0.09090909090909091
44853,Dalvin Cook,RB,16,416,5.028450614611876,5.903082163477997,0
52526,Albert Okwuegbunam,TE,8,149,5.024596035623185,5.479841160145705,0.125
53580,Larry Borom,T,40,835,5.012093991258372,5.94042011956259,0.05
52477,Damien Lewis,G,176,3707,5.006054745649211,6.068174248889717,0.056818181818181816
47827,Elgton Jenkins,G,128,2848,5.001997436915303,6.064726048042335,0.078125
41296,Billy Turner,T,218,5038,4.99230023232257,6.103064165880593,0.08256880733944955
47906,Ben Powers,G,195,4809,4.987971200549777,6.0296759930085235,0.035897435897435895
52534,Charlie Heck,T,130,2967,4.983389798902836,5.755883917486383,0.06923076923076923
37082,Tyron Smith,T,205,4504,4.979429181507082,6.058914204775005,0.02926829268292683
52551,Ben Bredeson,G,93,2207,4.976482218568584,5.839704546948331,0.08602150537634409
47605,D'Ernest Johnson,RB,7,190,4.965613567384612,5.837522095839153,0
53574,Luke Farrell,TE,5,96,4.9654926186027,5.950625888039367,0
37213,Marcus Cannon,T,102,2373,4.951771376281201,6.0007190115718405,0.049019607843137254
48485,Blake Hance,G,120,2628,4.947603866986486,6.252102628451146,0.075
53442,Rashawn Slater,T,265,6218,4.944283828408816,6.010222588730937,0.04905660377358491
53584,Jaylon Moore,T,41,983,4.939551528088057,6.098081995632279,0.07317073170731707
44882,Pat Elflein,C,39,641,4.932025439135005,5.957645019474077,0.1282051282051282
52589,Netane Muti,G,83,1796,4.925860946786331,6.181701347014391,0.14457831325301204
53452,Christian Darrisaw,T,80,1754,4.916828448684553,6.02490224823651,0.0375
41667,Josh Wells,T,13,248,4.909973350482621,6.097388212873804,0
53555,Chuba Hubbard,RB,16,391,4.904117944951453,5.305969986976535,0.125
46094,Hayden Hurst,TE,18,383,4.902080962728471,6.3880184099148805,0.16666666666666666
41665,Tyler Shatley,G,94,1893,4.900732412263181,6.084777284429599,0.05319148936170213
52783,Yasir Durant,G,38,821,4.876811920534717,5.776726265123348,0.07894736842105263
44875,Dion Dawkins,T,242,6111,4.858621387333954,5.96383723674582,0.05785123966942149
52507,Matt Peart,T,139,2925,4.839646353703307,6.060362305243621,0.050359712230215826
38779,Kelvin Beachum,T,136,3560,4.83839875790618,5.79581254630129,0.0661764705882353
46161,Chukwuma Okorafor,T,170,3900,4.819148113113942,5.963226606573986,0.041176470588235294
46111,Mike Gesicki,TE,5,143,4.812230530726322,5.23013530427492,0.4
35472,Rodger Saffold,G,196,3816,4.809549040486772,6.041929756765008,0.05102040816326531
47884,Yodny Cajuste,T,33,680,4.785774070544864,5.997675083618444,0.12121212121212122
35481,Rob Gronkowski,TE,12,284,4.785321636849874,5.266299268158366,0.08333333333333333
47803,Noah Fant,TE,17,436,4.784078411127245,5.032791111984976,0.29411764705882354
46198,Will Richardson,T,23,441,4.778420934912006,6.035831482830498,0
42924,Jesse Davis,T,281,6656,4.764736390011054,5.673122226730094,0.13167259786476868
46203,Chase Edmonds,RB,21,572,4.755483318613711,5.469822531588514,0.047619047619047616
53527,Quinn Meinerz,G,42,852,4.751017735015401,5.812755677341976,0.047619047619047616
44844,Ryan Ramczyk,T,196,4997,4.749234556635173,5.875814826233169,0.11224489795918367
46131,Brian O'Neill,T,244,5363,4.741741489514174,5.968814277319743,0.020491803278688523
41563,Cornelius Lucas,T,111,2940,4.728345252251247,5.644013789772917,0.05405405405405406
42477,Mark Glowinski,G,190,4449,4.721534478268781,5.775768839808769,0.11052631578947368
39146,Mike Remmers,T,105,2513,4.7213146650717075,6.069323236587236,0.05714285714285714
38642,Bobby Massie,T,276,6515,4.715100983380411,5.8446040049971,0.08333333333333333
46152,Orlando Brown,T,326,8065,4.699106845116507,5.8856780448074435,0.06748466257668712
46367,Phillip Lindsay,RB,5,103,4.687484364734962,6.547621826268065,0
44816,Leonard Fournette,RB,15,348,4.675947028379414,5.110989810858275,0.13333333333333333
43640,Rashod Hill,T,162,3514,4.670720733563671,5.816555765615037,0.11728395061728394
47853,Darrell Henderson,RB,22,526,4.666216349581514,5.729731069025506,0.045454545454545456
46158,Joseph Noteboom,T,31,672,4.648071357720478,5.8656949353881345,0.03225806451612903
46167,Jordan Akins,TE,11,215,4.646610660544089,6.313807781772839,0.18181818181818182
44876,Taylor Moton,T,287,6950,4.636659347227472,5.616916447848449,0.0627177700348432
30869,Andrew Whitworth,T,206,4988,4.626833961362043,5.786826525712707,0.038834951456310676
42364,Cedric Ogbuehi,T,21,376,4.620187448685298,6.302284113922045,0.047619047619047616
37101,Mark Ingram,RB,13,267,4.608459771022652,6.304843098476973,0
48220,Patrick Mekari,G,191,4938,4.60593009898614,5.983590525979095,0.05235602094240838
44831,O.J. Howard,TE,15,245,4.601086923988911,5.907741474910326,0.2
48513,Nate Herbig,G,70,1642,4.599355241100653,5.637975141761044,0.11428571428571428
37090,Nate Solder,T,271,6273,4.593852528279973,5.679651107882033,0.0959409594095941
52938,Terence Steele,T,191,4175,4.58580802247137,5.993181170962661,0.05759162303664921
46092,Isaiah Wynn,T,231,4977,4.571043163420404,5.578456418856391,0.06926406926406926
46226,Tyler Conklin,TE,40,953,4.570925520647306,5.824678334549265,0.175
47814,Kaleb McGary,T,243,5199,4.570167762303351,6.019348201019337,0.06995884773662552
39996,Le'Veon Bell,RB,10,295,4.562942059052131,5.25855786330824,0.1
47924,Zach Gentry,TE,15,428,4.560005078021338,5.7646181027063825,0
46104,Nick Chubb,RB,8,157,4.555951179369165,5.54739660963864,0.125
41808,Keith Smith,FB,13,269,4.5438403757265,6.374822468758896,0.07692307692307693
46331,Ross Dwelley,TE,12,358,4.494655548968007,5.808503962657164,0.25
53646,Khalil Herbert,RB,18,394,4.485694499818733,5.510981212874002,0.1111111111111111
43399,Tyler Higbee,TE,21,383,4.479072731358541,6.569800749109556,0.047619047619047616
41475,Charles Leno,T,290,7458,4.474585438837284,5.7040281709904574,0.06551724137931035
43368,Isaac Seumalo,G,74,1647,4.4740473421209925,5.832257852633505,0.02702702702702703
52451,Cole Kmet,TE,29,667,4.473318539758679,5.400422266400846,0.06896551724137931
41222,Alejandro Villanueva,T,250,6612,4.457531815608293,5.518208664961764,0.136
52514,Tyre Phillips,G,52,1460,4.450886696338662,5.504533856774901,0.057692307692307696
43447,Brandon Shell,T,168,4051,4.4461022794888825,5.7381088335830555,0.07142857142857142
42367,D.J. Humphries,T,227,5434,4.438324928777732,5.738384271655265,0.07929515418502203
43971,C.J. Ham,FB,8,178,4.437461492763181,5.14048090917723,0.125
52504,Lucas Niang,T,223,5494,4.432854385266033,5.781957570297018,0.11210762331838565
46078,Mike McGlinchey,T,206,4887,4.422290818554554,5.80626511381995,0.0825242718446602
47875,Chuma Edoga,T,31,674,4.4166299352750364,5.555974189629128,0.06451612903225806
40124,David Quessenberry,G,266,6009,4.3734777395562485,5.676229568807898,0.07518796992481203
46206,Dalton Schultz,TE,16,270,4.370743073916277,5.93988839867712,0.125
38553,Riley Reiff,T,247,5654,4.3631865135223915,5.774805371105904,0.05263157894736842
52558,Shane Lemieux,G,9,171,4.360012634381558,6.098936144888348,0
46106,Braden Smith,T,83,2157,4.352552090479947,5.586780307760473,0.060240963855421686
53446,Alex Leatherwood,T,235,5479,4.328042072838765,5.652348285560266,0.11063829787234042
37118,Kyle Rudolph,TE,39,929,4.318042075426634,6.143638775267054,0.10256410256410256
53579,Kenneth Gainwell,RB,8,237,4.308750587739251,5.129097572057776,0.125
48181,Yosuah Nijman,T,88,2064,4.308187905205032,5.6683251423363705,0.06818181818181818
52412,Andrew Thomas,T,161,4032,4.303676545691436,5.438726004916905,0.055900621118012424
46302,Jordan Mailata,T,166,4359,4.276846128716171,5.491607583243214,0.0783132530120482
52516,Saahdiq Charles,T,39,1033,4.270274069545464,5.476035982893568,0.1282051282051282
46314,Will Clapp,C,10,212,4.2461942302655125,5.525600672850148,0.2
53063,Aaron Brewer,C,43,972,4.242998267118853,5.6260075185512735,0.09302325581395349
53471,Liam Eichenberg,T,275,6504,4.2418399512101566,5.601066534320667,0.10545454545454545
53499,Brady Christensen,T,75,1911,4.2299399355963025,5.421671078104204,0.16
53536,Michael Carter,RB,17,412,4.219261702555462,4.78851808114401,0.11764705882352941
36785,Ty Nsekhe,T,37,884,4.216522504122422,5.5008489302945325,0.13513513513513514
47835,Drew Sample,TE,18,408,4.2125260154581685,6.227801364588447,0.16666666666666666
45785,Dan Arnold,TE,8,205,4.203588409040273,5.133564096647708,0.375
46143,Geron Christian,T,132,3057,4.191583970083741,5.6448219347794115,0.05303030303030303
44917,James Conner,RB,12,321,4.174451179911462,5.126423960007131,0.08333333333333333
42402,Ty Sambrailo,T,63,1459,4.160146881573854,5.677041128590788,0.06349206349206349
41232,Jake Matthews,T,280,6022,4.151127695726874,5.587572685753555,0.03571428571428571
42362,Cameron Erving,T,206,4927,4.146489777310743,5.4285858589354214,0.10194174757281553
39975,Cordarrelle Patterson,RB,10,220,4.14645469085724,5.0688514134988525,0
46134,Brandon Parker,T,101,2290,4.144410989986811,5.503927344879455,0.1485148514851485
33107,Duane Brown,T,217,5003,4.131641333862859,5.626758175114254,0.09216589861751152
35443,Trent Williams,T,165,3855,4.130640834741479,5.429639378560925,0.048484848484848485
53627,Larry Rountree,RB,7,166,4.128611317512294,5.766165902496281,0.14285714285714285
45030,Corey Levin,C,9,191,4.115994745866286,5.621486331087656,0
39950,Lane Johnson,T,132,3527,4.111085533519594,5.276936402131782,0.08333333333333333
53480,Samuel Cosmi,T,147,3771,4.107005022180889,5.206917066167957,0.07482993197278912
48455,Matt Nelson,T,318,7427,4.10628074154878,5.675681261875404,0.11635220125786164
41707,Tyler Larsen,C,25,583,4.100103060949144,5.587423728084446,0
46084,Kolton Miller,T,262,6164,4.092557120223818,5.577929711255106,0.04580152671755725
42377,Donovan Smith,T,288,6682,4.090629238161458,5.490884758537962,0.052083333333333336
52922,Salvon Ahmed,RB,6,126,4.085701804242939,4.9496916646930185,0
42503,Jesse James,TE,11,216,4.070274877957454,6.5473862718204705,0.18181818181818182
40023,Terron Armstead,T,119,2976,4.070135330026725,5.660970299819119,0.08403361344537816
44846,Cam Robinson,T,248,5910,4.064646617427475,5.566684557357233,0.0846774193548387
53517,Trey Sermon,RB,7,183,4.062710566170664,5.096543973135608,0.14285714285714285
47807,Josh Jacobs,RB,14,385,4.048311260501159,5.864320678884788,0.14285714285714285
