gameId,playId,blocker_nflId,blocker_name,blocker_pos,rusher_nflId,n_frames,median_etbc,mean_etbc,min_etbc,pressure_allowed
2021090900,1078,42654,La'el Collins,T,41915,28,5.950548687543201,5.9690367094531,3.5422862955942844,0
2021090900,1078,46119,Connor Williams,G,34777,19,4.181843735023981,5.443727826242309,1.964531102058972,0
2021090900,1078,47873,Connor McGovern,G,42560,26,7.9629961605439155,6.750164326244673,2.3766668432226874,0
2021090900,1078,52554,Tyler Biadasz,C,42560,26,7.9629961605439155,6.750164326244673,2.3766668432226874,0
2021090900,1203,40151,Ryan Jensen,C,53504,24,4.972605396161413,5.142107876572609,2.680340038963513,0
2021090900,1203,42377,Donovan Smith,T,42403,23,4.458793752180947,4.84696842947749,2.8383735807673647,0
2021090900,1203,42404,Ali Marpet,G,42403,23,4.458793752180947,4.84696842947749,2.8383735807673647,0
2021090900,1203,46163,Alex Cappa,G,44955,25,6.5009802957742355,6.8752357136746705,3.405810126899425,0
2021090900,1227,40151,Ryan Jensen,C,44955,17,4.6657996453631485,5.07060227511762,1.4392863958014066,0
2021090900,1227,42377,Donovan Smith,T,42403,17,3.544220582509658,4.424868951310851,1.632779101925588,0
2021090900,1227,42404,Ali Marpet,G,53504,17,7.528240495239408,7.165702930947628,1.9115073342614868,0
2021090900,1227,46163,Alex Cappa,G,44955,17,4.6657996453631485,5.07060227511762,1.4392863958014066,0
2021090900,1227,52421,Tristan Wirfs,T,41263,17,3.3324497688388472,4.380331878580503,1.231998534814694,0
2021090900,1267,40151,Ryan Jensen,C,53621,14,3.8379347625614537,4.363925133676841,1.2933294955459644,0
2021090900,1267,42377,Donovan Smith,T,52587,15,4.601086923988911,6.287993596493966,3.24100138640727,0
2021090900,1267,42404,Ali Marpet,G,53621,14,3.8379347625614537,4.363925133676841,1.2933294955459644,0
2021090900,1267,44831,O.J. Howard,TE,52587,15,4.601086923988911,6.287993596493966,3.24100138640727,0
2021090900,1267,46163,Alex Cappa,G,41363,14,4.469679772741136,5.972691219461683,2.262770208619353,0
2021090900,1267,52421,Tristan Wirfs,T,44892,19,7.628971542117932,6.974440146394625,2.300375501105212,0
2021090900,1312,40151,Ryan Jensen,C,53621,5,4.963119494219575,6.098439395781574,4.5836240561787,0
2021090900,1312,42404,Ali Marpet,G,53621,5,4.963119494219575,6.098439395781574,4.5836240561787,0
2021090900,1312,46163,Alex Cappa,G,43323,7,1.327471998941038,2.034186575904356,1.136486563770947,0
2021090900,1312,52421,Tristan Wirfs,T,41363,2,10,10,10,0
2021090900,1368,37082,Tyron Smith,T,35441,9,4.256612330737256,5.841853271863456,2.8471280124153235,0
2021090900,1368,42654,La'el Collins,T,35454,13,10,10,10,0
2021090900,1368,46119,Connor Williams,G,35441,9,4.256612330737256,5.841853271863456,2.8471280124153235,0
2021090900,1368,46206,Dalton Schultz,TE,41915,10,10,9.397233431179165,7.588982698834323,0
2021090900,1368,47873,Connor McGovern,G,46081,11,3.91686290674775,5.016662557253345,1.4409186249406374,0
2021090900,1368,52554,Tyler Biadasz,C,46081,11,3.91686290674775,5.016662557253345,1.4409186249406374,0
2021090900,1392,37082,Tyron Smith,T,41915,29,5.347115059559743,5.937550456183512,2.3072065061496083,0
2021090900,1392,42654,La'el Collins,T,35441,19,9.659952909645762,8.571391007419146,5.536312812241667,0
2021090900,1392,46119,Connor Williams,G,46081,29,4.29264789171043,4.65751776038454,1.3265188376913963,0
2021090900,1392,47873,Connor McGovern,G,35441,19,9.659952909645762,8.571391007419146,5.536312812241667,0
2021090900,1392,52554,Tyler Biadasz,C,40074,29,3.0709860140070178,4.794144764426996,1.0889293681167724,0
2021090900,1425,42654,La'el Collins,T,35441,14,10,8.97419123039541,6.213170143205946,0
2021090900,1425,46119,Connor Williams,G,40074,3,10,10,10,0
2021090900,1425,47873,Connor McGovern,G,46081,6,8.464220684738475,7.907339951503371,4.844471005528702,0
2021090900,1425,52554,Tyler Biadasz,C,40074,3,10,10,10,0
2021090900,1506,37082,Tyron Smith,T,41915,41,5.0871507454930684,5.4400801707034665,1.6005240333028157,0
2021090900,1506,42654,La'el Collins,T,35441,29,10,8.688463404053147,4.835601742628778,0
2021090900,1506,46119,Connor Williams,G,35454,22,4.7395599953973555,5.92020153198662,2.459792960379668,0
2021090900,1506,47873,Connor McGovern,G,35441,29,10,8.688463404053147,4.835601742628778,0
2021090900,1506,52554,Tyler Biadasz,C,46081,34,3.710341547309204,3.801373591423807,0.7608857355361749,1
2021090900,1563,37082,Tyron Smith,T,35454,12,6.3679348557799305,7.189220586529865,4.435915243504448,0
2021090900,1563,42654,La'el Collins,T,35441,8,8.896145477445751,8.459787780458084,6.085685235377218,0
2021090900,1563,43293,Ezekiel Elliott,RB,47788,28,2.9923400034441276,4.283677309666234,0.5889082186222045,0
2021090900,1563,46119,Connor Williams,G,35454,12,6.3679348557799305,7.189220586529865,4.435915243504448,0
2021090900,1563,47873,Connor McGovern,G,35441,8,8.896145477445751,8.459787780458084,6.085685235377218,0
2021090900,1563,52554,Tyler Biadasz,C,46081,18,5.7815226980971595,6.219311487487017,2.5116776028692716,0
2021090900,1587,37082,Tyron Smith,T,38588,25,2.4265990864568288,3.4654363978603016,1.1150531400460817,0
2021090900,1587,42654,La'el Collins,T,41915,26,4.032223177290091,4.403671363743056,1.4683817576920204,0
2021090900,1587,43293,Ezekiel Elliott,RB,47788,26,3.925701072411591,4.541274559041156,0.9125774339357274,1
2021090900,1587,46119,Connor Williams,G,47788,26,3.925701072411591,4.541274559041156,0.9125774339357274,0
2021090900,1587,47873,Connor McGovern,G,35441,8,6.241766593296626,6.928268334867472,4.142330642953483,0
2021090900,1587,52554,Tyler Biadasz,C,35441,8,6.241766593296626,6.928268334867472,4.142330642953483,0
2021090900,1687,37082,Tyron Smith,T,40074,25,3.8486990678748056,4.495806731217885,1.0869799563359577,0
2021090900,1687,42654,La'el Collins,T,41915,32,4.556421563971539,4.772685541216321,0.9334246432584752,0
2021090900,1687,46119,Connor Williams,G,40074,25,3.8486990678748056,4.495806731217885,1.0869799563359577,0
2021090900,1687,47873,Connor McGovern,G,42560,19,6.1356485422264955,5.381605350177563,0.9263864379042102,0
2021090900,1687,52554,Tyler Biadasz,C,42560,19,6.1356485422264955,5.381605350177563,0.9263864379042102,0
2021090900,1726,37082,Tyron Smith,T,35441,23,6.705826282527058,6.914369072665321,3.653451572435299,0
2021090900,1726,42654,La'el Collins,T,41915,15,8.783461922524381,8.227135948237999,5.304036618695356,0
2021090900,1726,43293,Ezekiel Elliott,RB,38588,23,2.546328437813082,4.269914323312943,0.9964060175854658,0
2021090900,1726,46119,Connor Williams,G,35441,23,6.705826282527058,6.914369072665321,3.653451572435299,0
2021090900,1726,52554,Tyler Biadasz,C,46081,21,6.579770359999382,5.810171135000289,0.6084644452860225,0
2021090900,1776,37082,Tyron Smith,T,35441,29,10,7.431711704030705,1.4453916077662374,0
2021090900,1776,42654,La'el Collins,T,41915,13,5.702327393812876,6.5099599161847514,3.46584790580083,0
2021090900,1776,43293,Ezekiel Elliott,RB,52453,29,2.286339325826447,3.5722267458177197,1.6058890593105886,0
2021090900,1776,46119,Connor Williams,G,35441,29,10,7.431711704030705,1.4453916077662374,0
2021090900,1776,46206,Dalton Schultz,TE,53461,29,1.9082733047382323,3.5162889779178945,1.2728192577484818,0
2021090900,1776,47873,Connor McGovern,G,46081,28,10,8.90284487548994,4.429593704631875,0
2021090900,1776,52554,Tyler Biadasz,C,46081,28,10,8.90284487548994,4.429593704631875,0
2021090900,1918,37082,Tyron Smith,T,35454,23,7.523129851013622,7.425656750096061,4.850079401832104,0
2021090900,1918,42654,La'el Collins,T,34777,13,10,9.979290966712693,9.757541872745843,0
2021090900,1918,46119,Connor Williams,G,42560,10,5.0344920671393085,5.958461526014301,3.479552284364418,0
2021090900,1918,47873,Connor McGovern,G,34777,13,10,9.979290966712693,9.757541872745843,0
2021090900,1918,47911,Tony Pollard,RB,47882,23,4.180838267766784,5.5989740789154485,2.2893084162333683,0
2021090900,1918,52554,Tyler Biadasz,C,42560,10,5.0344920671393085,5.958461526014301,3.479552284364418,0
2021090900,1940,37082,Tyron Smith,T,35441,15,10,7.133797556995596,1.7968173174286164,0
2021090900,1940,42654,La'el Collins,T,41915,21,5.930977325739094,5.673731618492247,1.3826659005949868,0
2021090900,1940,46119,Connor Williams,G,46081,20,6.922594278291831,6.521847693551235,1.5778371605282473,0
2021090900,1940,47873,Connor McGovern,G,35454,18,6.702752337772215,6.966499335004281,3.3484932519143165,0
2021090900,1940,52554,Tyler Biadasz,C,46081,20,6.922594278291831,6.521847693551235,1.5778371605282473,0
2021090900,2008,40151,Ryan Jensen,C,44955,5,10,10,10,0
2021090900,2008,42377,Donovan Smith,T,46185,14,9.070943397067872,8.25191605538669,5.644077928791224,0
2021090900,2008,46163,Alex Cappa,G,41363,15,10,8.528171684583786,4.619467502069033,0
2021090900,2008,52421,Tristan Wirfs,T,41363,15,10,8.528171684583786,4.619467502069033,0
2021090900,2032,42377,Donovan Smith,T,46185,23,3.220393364169091,4.713751674767243,0.8168651017830346,0
2021090900,2032,42404,Ali Marpet,G,44955,18,1.6289723588393086,3.1518157789086607,0.6467392998483903,0
2021090900,2032,46163,Alex Cappa,G,41363,20,7.485588279878869,6.838904316491184,2.8171334614171206,0
2021090900,2032,52421,Tristan Wirfs,T,41263,23,2.8059586159445384,4.2516872178939495,1.2383395116374325,0
2021090900,2088,37082,Tyron Smith,T,35454,19,2.275288047351237,4.035483664496017,1.585152078905055,0
2021090900,2088,42654,La'el Collins,T,47890,20,10,8.248357082256865,3.945794614601817,0
2021090900,2088,46119,Connor Williams,G,46081,20,2.206801748211312,3.2024414811023503,0.8325316138558332,0
2021090900,2088,47873,Connor McGovern,G,35441,20,9.868601198759535,8.942598634057628,5.3146311537342825,0
2021090900,2088,52554,Tyler Biadasz,C,35441,20,9.868601198759535,8.942598634057628,5.3146311537342825,0
2021090900,2129,37082,Tyron Smith,T,35454,32,3.9828156541618105,4.5818467434178585,2.1430293866309467,0
2021090900,2129,42654,La'el Collins,T,35441,32,8.192831519379084,6.920632004705291,1.9180070269852008,0
2021090900,2129,46119,Connor Williams,G,46081,19,4.555999951217448,5.815209039809172,2.56117748051765,0
2021090900,2129,47873,Connor McGovern,G,35441,32,8.192831519379084,6.920632004705291,1.9180070269852008,0
2021090900,2129,52554,Tyler Biadasz,C,47890,30,8.563333943687617,7.040929304724668,2.9006457918007085,0
2021090900,2169,37082,Tyron Smith,T,35454,22,3.399949920363029,3.5682937067954894,0.7515106352313884,0
2021090900,2169,42654,La'el Collins,T,41915,22,3.8455635885372543,4.385556974349603,3.2542169329959996,0
2021090900,2169,46119,Connor Williams,G,46081,22,3.7234580009709957,4.0197528891298235,0.8710559138371433,0
2021090900,2169,47873,Connor McGovern,G,35441,22,4.452847528872049,4.0001439726231895,1.358627272400353,0
2021090900,2169,52554,Tyler Biadasz,C,35441,22,4.452847528872049,4.0001439726231895,1.358627272400353,0
2021090900,2211,37082,Tyron Smith,T,35454,32,3.3230406433027877,3.97273891805769,1.1429009434534811,0
2021090900,2211,42654,La'el Collins,T,41915,27,2.720264122430915,3.1306067988928317,1.6791868185190637,0
2021090900,2211,46119,Connor Williams,G,35441,30,4.9333194935086215,6.048100139714659,2.6639215367239566,0
2021090900,2211,47873,Connor McGovern,G,46081,25,1.892199212025523,3.080591818286595,1.2872183334380418,0
2021090900,2211,52554,Tyler Biadasz,C,46081,25,1.892199212025523,3.080591818286595,1.2872183334380418,1
2021090900,2233,37082,Tyron Smith,T,35454,26,6.455098267120597,7.015721667644723,3.816546276465397,0
2021090900,2233,42654,La'el Collins,T,41915,21,6.324779725876351,5.848980074591965,0.7202708683109568,0
2021090900,2233,46119,Connor Williams,G,35441,25,4.315320469602736,5.19133816947881,0.9734247427958732,0
2021090900,2233,47873,Connor McGovern,G,35441,25,4.315320469602736,5.19133816947881,0.9734247427958732,1
2021090900,2233,52554,Tyler Biadasz,C,46081,24,2.8366844439657632,3.8910707930081685,0.6219945654878163,1
2021090900,2257,37082,Tyron Smith,T,41915,27,3.406738790503842,4.2293637687093115,1.5561789070732583,0
2021090900,2257,42654,La'el Collins,T,35441,26,2.6510564180586504,4.303644036410404,0.9146815977468392,0
2021090900,2257,46119,Connor Williams,G,40074,27,4.702306280605289,5.14516877689376,1.5230699702195971,0
2021090900,2257,47873,Connor McGovern,G,35441,26,2.6510564180586504,4.303644036410404,0.9146815977468392,0
2021090900,2257,52554,Tyler Biadasz,C,40074,27,4.702306280605289,5.14516877689376,1.5230699702195971,0
2021090900,2279,37082,Tyron Smith,T,41915,53,2.14328629909802,2.6273621097577853,0,0
2021090900,2279,42654,La'el Collins,T,35441,20,6.2892075432784065,6.874991680784379,5.104269842332668,0
2021090900,2279,46119,Connor Williams,G,41915,53,2.14328629909802,2.6273621097577853,0,0
2021090900,2279,47873,Connor McGovern,G,35441,20,6.2892075432784065,6.874991680784379,5.104269842332668,0
2021090900,2279,52554,Tyler Biadasz,C,40074,23,6.052419405783082,6.638641120403489,3.2419339800492537,0
2021090900,2298,37082,Tyron Smith,T,53461,36,4.2945969119243195,5.6248034999570855,0.8929286428575026,0
2021090900,2298,42654,La'el Collins,T,35454,32,4.291276798246661,5.124201469194779,1.6657371137312122,0
2021090900,2298,46119,Connor Williams,G,40074,35,3.5309209491153295,4.301834811577926,0.7559397867669457,1
2021090900,2298,47873,Connor McGovern,G,46081,31,4.919742089108662,5.176398911616668,0.9078994325280592,0
2021090900,2298,52554,Tyler Biadasz,C,46081,31,4.919742089108662,5.176398911616668,0.9078994325280592,0
2021090900,2330,37082,Tyron Smith,T,41915,55,2.621876420340388,3.8524588230704317,0.9800937668208544,0
2021090900,2330,42654,La'el Collins,T,35454,29,3.059931033802552,4.228488153811052,1.5318506327205164,0
2021090900,2330,46119,Connor Williams,G,40074,52,8.69378053767214,7.981136448103877,1.4135395536184412,0
2021090900,2330,47873,Connor McGovern,G,46081,32,8.149197338930325,7.712108309214777,2.6365529751652454,0
2021090900,2330,52554,Tyler Biadasz,C,40074,52,8.69378053767214,7.981136448103877,1.4135395536184412,0
2021090900,2397,40151,Ryan Jensen,C,53504,24,5.277044263441672,6.1349505173309575,1.5862174473151052,0
2021090900,2397,42377,Donovan Smith,T,46185,29,5.233452569972377,6.180886777642961,2.3749664193933904,0
2021090900,2397,42404,Ali Marpet,G,46185,29,5.233452569972377,6.180886777642961,2.3749664193933904,0
2021090900,2397,46163,Alex Cappa,G,53504,24,5.277044263441672,6.1349505173309575,1.5862174473151052,0
2021090900,2397,52421,Tristan Wirfs,T,53504,24,5.277044263441672,6.1349505173309575,1.5862174473151052,0
2021090900,2419,40151,Ryan Jensen,C,41263,20,5.9059253521684045,6.222171277384853,1.807039547880924,0
2021090900,2419,42377,Donovan Smith,T,42403,20,2.354766626965244,3.5059500694104306,1.523753268668892,0
2021090900,2419,42404,Ali Marpet,G,42403,20,2.354766626965244,3.5059500694104306,1.523753268668892,0
2021090900,2419,46163,Alex Cappa,G,53441,20,2.18359341071711,3.295057573658665,0.6867544594091786,0
2021090900,2419,52421,Tristan Wirfs,T,53441,20,2.18359341071711,3.295057573658665,0.6867544594091786,1
2021090900,2441,39985,Giovani Bernard,RB,53441,45,4.459132227368703,5.514336875427662,2.4561593700842628,0
2021090900,2441,40151,Ryan Jensen,C,41263,16,2.9775465069437725,4.177403352983893,2.3022023159772824,0
2021090900,2441,42377,Donovan Smith,T,42403,28,3.7240501784270874,4.98827732678269,1.5921613492178674,0
2021090900,2441,42404,Ali Marpet,G,41263,16,2.9775465069437725,4.177403352983893,2.3022023159772824,0
2021090900,2441,46163,Alex Cappa,G,53441,45,4.459132227368703,5.514336875427662,2.4561593700842628,0
2021090900,2441,52421,Tristan Wirfs,T,53441,45,4.459132227368703,5.514336875427662,2.4561593700842628,0
2021090900,2530,37082,Tyron Smith,T,35454,17,6.179619928581322,6.869270086363159,3.596850944650049,0
2021090900,2530,42654,La'el Collins,T,35441,8,6.282267711573587,6.898150098495274,4.20375953457178,0
2021090900,2530,46119,Connor Williams,G,35454,17,6.179619928581322,6.869270086363159,3.596850944650049,0
2021090900,2530,47873,Connor McGovern,G,35441,8,6.282267711573587,6.898150098495274,4.20375953457178,0
2021090900,2530,52554,Tyler Biadasz,C,46081,22,10,8.631548705045642,4.574334381442681,0
2021090900,2554,37082,Tyron Smith,T,46081,22,2.9517583728305423,3.8434813561316705,0.7693772179646516,0
2021090900,2554,42654,La'el Collins,T,35441,22,3.938378408611099,4.230542057187053,0.519648994946207,0
2021090900,2554,43293,Ezekiel Elliott,RB,47788,22,2.931533472086363,3.5692399411307187,0.6061122086528384,0
2021090900,2554,46119,Connor Williams,G,47788,22,2.931533472086363,3.5692399411307187,0.6061122086528384,0
2021090900,2554,47873,Connor McGovern,G,38588,22,2.5843306242888073,3.437738597299863,0.6078159986339848,0
2021090900,2554,52554,Tyler Biadasz,C,35454,22,3.257447902515583,4.167795443711888,1.7656688212174116,0
2021090900,2632,37082,Tyron Smith,T,35454,30,6.571647309004332,6.256046004388217,1.7257560817099091,0
2021090900,2632,42654,La'el Collins,T,35441,22,6.788707283767314,6.839581891394366,2.8168940355875254,0
2021090900,2632,43293,Ezekiel Elliott,RB,47788,22,4.685303022529189,5.3257678035773575,3.284867215144562,0
2021090900,2632,46119,Connor Williams,G,35441,22,6.788707283767314,6.839581891394366,2.8168940355875254,0
2021090900,2632,47873,Connor McGovern,G,46081,20,5.6421477565901155,6.385126657365528,3.4626562375603314,0
2021090900,2632,52554,Tyler Biadasz,C,46081,20,5.6421477565901155,6.385126657365528,3.4626562375603314,0
2021090900,2656,37082,Tyron Smith,T,35454,17,4.611042099239728,5.732217469810273,3.04827294749401,0
2021090900,2656,42654,La'el Collins,T,43757,19,3.660293310129725,4.69717857073356,1.0300207078230128,0
2021090900,2656,47873,Connor McGovern,G,34777,19,4.582561595197981,5.308373370020414,2.152298830040666,0
